episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
170,-0.480000,178,47448,0,2026-03-23T18:45:28.740215,60066
171,1.670000,199,47808,0,2026-03-23T18:45:28.764911,61
172,1.670000,197,47976,0,2026-03-23T18:45:28.776679,40066
173,1.870000,201,48136,0,2026-03-23T18:45:28.788564,10058
174,-0.480000,164,48568,0,2026-03-23T18:45:28.818571,50067
175,16.910000,268,49008,0,2026-03-23T18:45:28.848414,20070
176,1.340000,234,49320,0,2026-03-23T18:45:29.017495,60067
177,4.140000,211,49664,0,2026-03-23T18:45:29.041902,40067
178,3.300000,244,50088,0,2026-03-23T18:45:29.070086,10059
179,8.370000,357,50288,0,2026-03-23T18:45:29.083086,70066
180,0.910000,165,50328,0,2026-03-23T18:45:29.087008,20071
181,17.960001,267,50704,0,2026-03-23T18:45:29.113402,50068
182,13.610002,2500,51104,0,2026-03-23T18:45:29.141026,30059
183,-1.720000,149,51280,0,2026-03-23T18:45:29.303517,10060
184,0.670000,165,52024,0,2026-03-23T18:45:29.355955,50069
185,15.849998,227,52104,0,2026-03-23T18:45:29.361311,70067
186,15.850000,230,52168,0,2026-03-23T18:45:29.365631,20072
187,8.360000,320,52224,0,2026-03-23T18:45:29.370180,40068
188,15.610003,230,52944,0,2026-03-23T18:45:29.418865,30060
189,0.480000,165,53344,0,2026-03-23T18:45:29.592881,50070
190,0.910000,165,53488,0,2026-03-23T18:45:29.603677,20073
191,10.230000,396,54448,0,2026-03-23T18:45:29.670155,10061
192,9.830000,322,54680,0,2026-03-23T18:45:29.687807,70068
193,7.880000,318,55488,0,2026-03-23T18:45:29.888343,30061
194,8.940000,423,55608,0,2026-03-23T18:45:29.897782,40069
195,0.910000,165,55768,0,2026-03-23T18:45:29.909354,10062
196,0.910000,165,56000,0,2026-03-23T18:45:29.925890,70069
197,19.579998,326,56096,0,2026-03-23T18:45:29.932563,20074
198,24.450001,382,56400,0,2026-03-23T18:45:29.954381,50071
199,0.910000,166,56816,0,2026-03-23T18:45:29.983829,30062
200,2.630000,204,57400,0,2026-03-23T18:45:30.170351,10063
201,0.430000,166,57728,0,2026-03-23T18:45:30.193419,50072
202,16.100000,226,57904,0,2026-03-23T18:45:30.205483,20075
203,19.910000,310,58480,0,2026-03-23T18:45:30.244421,70070
204,1.820000,204,59032,0,2026-03-23T18:45:30.280849,10064
205,6.450000,301,59224,0,2026-03-23T18:45:30.293862,30063
206,2.820000,204,59360,0,2026-03-23T18:45:30.303361,50073
207,0.670000,191,59432,0,2026-03-23T18:45:30.453263,20076
208,26.530001,502,59624,0,2026-03-23T18:45:30.468114,40070
209,2.580000,237,60376,0,2026-03-23T18:45:30.518706,70071
210,15.609999,230,60872,0,2026-03-23T18:45:30.552017,10065
211,0.670000,195,60992,0,2026-03-23T18:45:30.560197,20077
212,3.540000,240,61144,0,2026-03-23T18:45:30.570948,30064
213,-0.330000,190,61896,0,2026-03-23T18:45:30.767445,70072
214,6.599999,321,62192,0,2026-03-23T18:45:30.788410,40071
215,0.910000,166,62200,0,2026-03-23T18:45:30.789197,10066
