episode,episode_reward,loss,avg_reward_100,max_reward,episode_steps,timestamp
5940,16.000,-0.227608,16.000,16.000,625,2026-03-17T20:54:09.252273
5941,16.000,-0.227690,16.000,16.000,625,2026-03-17T20:54:09.339893
5942,16.000,-0.227607,16.000,16.000,625,2026-03-17T20:54:09.415583
5943,16.000,-0.227569,16.000,16.000,625,2026-03-17T20:54:09.505773
5944,16.000,-0.227548,16.000,16.000,625,2026-03-17T20:54:09.590149
5945,16.000,-0.227583,16.000,16.000,625,2026-03-17T20:54:09.669554
5946,16.000,-0.227599,16.000,16.000,625,2026-03-17T20:54:09.759055
5947,16.000,-0.227611,16.000,16.000,625,2026-03-17T20:54:09.829172
5948,16.000,-0.227677,16.000,16.000,625,2026-03-17T20:54:09.922490
5949,16.000,-0.227725,16.000,16.000,625,2026-03-17T20:54:10.002606
5950,16.000,-0.227751,16.000,16.000,625,2026-03-17T20:54:10.082671
5951,16.000,-0.227657,16.000,16.000,625,2026-03-17T20:54:10.175199
5952,16.000,-0.227798,16.000,16.000,625,2026-03-17T20:54:10.255874
5953,16.000,-0.227739,16.000,16.000,625,2026-03-17T20:54:10.335961
5954,16.000,-0.227729,16.000,16.000,625,2026-03-17T20:54:10.415970
5955,16.000,-0.227721,16.000,16.000,625,2026-03-17T20:54:10.496020
5956,16.000,-0.227662,16.000,16.000,625,2026-03-17T20:54:10.576011
5957,16.000,-0.227798,16.000,16.000,625,2026-03-17T20:54:10.660179
5958,16.000,-0.227760,16.000,16.000,625,2026-03-17T20:54:10.736124
5959,16.000,-0.227846,16.000,16.000,625,2026-03-17T20:54:10.829550
5960,16.000,-0.227724,16.000,16.000,625,2026-03-17T20:54:10.909481
5961,16.000,-0.227706,16.000,16.000,625,2026-03-17T20:54:10.994148
5962,16.000,-0.227739,16.000,16.000,625,2026-03-17T20:54:11.069503
5963,16.000,-0.227754,16.000,16.000,625,2026-03-17T20:54:11.149832
5964,16.000,-0.227743,16.000,16.000,625,2026-03-17T20:54:11.239607
5965,16.000,-0.227811,16.000,16.000,625,2026-03-17T20:54:11.309577
5966,16.000,-0.227839,16.000,16.000,625,2026-03-17T20:54:11.397226
5967,16.000,-0.227751,16.000,16.000,625,2026-03-17T20:54:11.469778
5968,16.000,-0.227758,16.000,16.000,625,2026-03-17T20:54:11.563114
5969,16.000,-0.227664,16.000,16.000,625,2026-03-17T20:54:11.643211
5970,16.000,-0.227704,16.000,16.000,625,2026-03-17T20:54:11.723276
5971,16.000,-0.227650,16.000,16.000,625,2026-03-17T20:54:11.818790
5972,16.000,-0.227808,16.000,16.000,625,2026-03-17T20:54:11.896557
5973,16.000,-0.227769,16.000,16.000,625,2026-03-17T20:54:11.989887
5974,16.000,-0.227825,16.000,16.000,625,2026-03-17T20:54:12.069851
5975,16.000,-0.227784,16.000,16.000,625,2026-03-17T20:54:12.150073
5976,16.000,-0.227813,16.000,16.000,625,2026-03-17T20:54:12.229935
5977,16.000,-0.227775,16.000,16.000,625,2026-03-17T20:54:12.310004
5978,16.000,-0.227803,16.000,16.000,625,2026-03-17T20:54:12.403549
5979,16.000,-0.227809,16.000,16.000,625,2026-03-17T20:54:12.483429
5980,16.000,-0.227845,16.000,16.000,625,2026-03-17T20:54:12.576858
5981,16.000,-0.227673,16.000,16.000,625,2026-03-17T20:54:12.659425
5982,16.000,-0.227651,16.000,16.000,625,2026-03-17T20:54:12.736776
5983,16.000,-0.227650,16.000,16.000,625,2026-03-17T20:54:12.816909
5984,16.000,-0.227731,16.000,16.000,625,2026-03-17T20:54:12.897027
5985,16.000,-0.227600,16.000,16.000,625,2026-03-17T20:54:12.976810
5986,16.000,-0.227649,16.000,16.000,625,2026-03-17T20:54:13.070401
5987,16.000,-0.227611,16.000,16.000,625,2026-03-17T20:54:13.151999
5988,16.000,-0.227714,16.000,16.000,625,2026-03-17T20:54:13.230405
5989,16.000,-0.227650,16.000,16.000,625,2026-03-17T20:54:13.310525
5990,16.000,-0.227693,16.000,16.000,625,2026-03-17T20:54:13.390391
5991,16.000,-0.227676,16.000,16.000,625,2026-03-17T20:54:13.481050
5992,16.000,-0.227799,16.000,16.000,625,2026-03-17T20:54:13.560504
5993,16.000,-0.227842,16.000,16.000,625,2026-03-17T20:54:13.651861
5994,16.000,-0.227956,16.000,16.000,625,2026-03-17T20:54:13.742934
5995,16.000,-0.227439,16.000,16.000,625,2026-03-17T20:54:13.829008
5996,16.000,-0.227340,16.000,16.000,625,2026-03-17T20:54:13.914400
5997,16.000,-0.227790,16.000,16.000,625,2026-03-17T20:54:14.013713
5998,16.000,-0.227579,16.000,16.000,625,2026-03-17T20:54:14.097566
5999,16.000,-0.227299,16.000,16.000,625,2026-03-17T20:54:14.177453
6000,16.000,-0.227312,16.000,16.000,625,2026-03-17T20:54:14.270984
6001,16.000,-0.227588,16.000,16.000,625,2026-03-17T20:54:14.355424
6002,16.000,-0.227404,16.000,16.000,625,2026-03-17T20:54:14.444164
6003,16.000,-0.227426,16.000,16.000,625,2026-03-17T20:54:14.524132
6004,16.000,-0.227658,16.000,16.000,625,2026-03-17T20:54:14.604130
6005,16.000,-0.227556,16.000,16.000,625,2026-03-17T20:54:14.697841
6006,16.000,-0.227266,16.000,16.000,625,2026-03-17T20:54:14.791003
6007,16.000,-0.227276,16.000,16.000,625,2026-03-17T20:54:14.870997
6008,16.000,-0.227327,16.000,16.000,625,2026-03-17T20:54:14.951102
6009,16.000,-0.227856,16.000,16.000,625,2026-03-17T20:54:15.030985
6010,16.000,-0.227454,16.000,16.000,625,2026-03-17T20:54:15.124408
6011,16.000,-0.227431,16.000,16.000,625,2026-03-17T20:54:15.211504
6012,16.000,-0.227556,16.000,16.000,625,2026-03-17T20:54:15.284469
6013,16.000,-0.227553,16.000,16.000,625,2026-03-17T20:54:15.364364
6014,16.000,-0.227712,16.000,16.000,625,2026-03-17T20:54:15.454463
6015,16.000,-0.227572,16.000,16.000,625,2026-03-17T20:54:15.537796
6016,16.000,-0.227523,16.000,16.000,625,2026-03-17T20:54:15.618087
6017,16.000,-0.227585,16.000,16.000,625,2026-03-17T20:54:15.707867
6018,16.000,-0.227748,16.000,16.000,625,2026-03-17T20:54:15.777936
6019,16.000,-0.227674,16.000,16.000,625,2026-03-17T20:54:15.871365
6020,16.000,-0.227847,16.000,16.000,625,2026-03-17T20:54:15.951477
6021,16.000,-0.227680,16.000,16.000,625,2026-03-17T20:54:16.037978
6022,16.000,-0.227652,16.000,16.000,625,2026-03-17T20:54:16.124318
6023,16.000,-0.227760,16.000,16.000,625,2026-03-17T20:54:16.201514
6024,16.000,-0.227718,16.000,16.000,625,2026-03-17T20:54:16.284787
6025,16.000,-0.227689,16.000,16.000,625,2026-03-17T20:54:16.364806
6026,16.000,-0.227715,16.000,16.000,625,2026-03-17T20:54:16.444723
6027,16.000,-0.227668,16.000,16.000,625,2026-03-17T20:54:16.524976
6028,16.000,-0.227805,16.000,16.000,625,2026-03-17T20:54:16.623528
6029,16.000,-0.227685,16.000,16.000,625,2026-03-17T20:54:16.711352
6030,16.000,-0.227612,16.000,16.000,625,2026-03-17T20:54:16.813115
6031,16.000,-0.227586,16.000,16.000,625,2026-03-17T20:54:16.899668
6032,16.000,-0.227604,16.000,16.000,625,2026-03-17T20:54:16.986093
6033,16.000,-0.227697,16.000,16.000,625,2026-03-17T20:54:17.068221
6034,16.000,-0.227734,16.000,16.000,625,2026-03-17T20:54:17.145179
6035,16.000,-0.227628,16.000,16.000,625,2026-03-17T20:54:17.218493
6036,16.000,-0.227696,16.000,16.000,625,2026-03-17T20:54:17.298467
6037,16.000,-0.227739,16.000,16.000,625,2026-03-17T20:54:17.378482
6038,16.000,-0.227908,16.000,16.000,625,2026-03-17T20:54:17.458611
6039,16.000,-0.227708,16.000,16.000,625,2026-03-17T20:54:17.551998
6040,16.000,-0.227725,16.000,16.000,625,2026-03-17T20:54:17.632055
6041,16.000,-0.227800,16.000,16.000,625,2026-03-17T20:54:17.719589
6042,16.000,-0.227731,16.000,16.000,625,2026-03-17T20:54:17.792062
6043,16.000,-0.227825,16.000,16.000,625,2026-03-17T20:54:17.871984
6044,16.000,-0.227836,16.000,16.000,625,2026-03-17T20:54:17.962172
6045,16.000,-0.227780,16.000,16.000,625,2026-03-17T20:54:18.045364
6046,16.000,-0.227733,16.000,16.000,625,2026-03-17T20:54:18.125327
6047,16.000,-0.227736,16.000,16.000,625,2026-03-17T20:54:18.214905
6048,16.000,-0.227696,16.000,16.000,625,2026-03-17T20:54:18.298877
6049,16.000,-0.227753,16.000,16.000,625,2026-03-17T20:54:18.378976
6050,16.000,-0.227814,16.000,16.000,625,2026-03-17T20:54:18.458980
6051,16.000,-0.227797,16.000,16.000,625,2026-03-17T20:54:18.555883
6052,16.000,-0.227868,16.000,16.000,625,2026-03-17T20:54:18.632258
6053,16.000,-0.227994,16.000,16.000,625,2026-03-17T20:54:18.712302
6054,16.000,-0.227825,16.000,16.000,625,2026-03-17T20:54:18.792332
6055,16.000,-0.227613,16.000,16.000,625,2026-03-17T20:54:18.872301
6056,16.000,-0.227798,16.000,16.000,625,2026-03-17T20:54:18.952415
6057,16.000,-0.227559,16.000,16.000,625,2026-03-17T20:54:19.045396
6058,16.000,-0.227450,16.000,16.000,625,2026-03-17T20:54:19.125851
6059,16.000,-0.227614,16.000,16.000,625,2026-03-17T20:54:19.210423
6060,16.000,-0.227798,16.000,16.000,625,2026-03-17T20:54:19.285960
6061,16.000,-0.227723,16.000,16.000,625,2026-03-17T20:54:19.374520
6062,16.000,-0.227717,16.000,16.000,625,2026-03-17T20:54:19.449134
6063,16.000,-0.227638,16.000,16.000,625,2026-03-17T20:54:19.525956
6064,16.000,-0.227606,16.000,16.000,625,2026-03-17T20:54:19.605849
6065,16.000,-0.227723,16.000,16.000,625,2026-03-17T20:54:19.685906
6066,16.000,-0.227774,16.000,16.000,625,2026-03-17T20:54:19.779983
6067,16.000,-0.227682,16.000,16.000,625,2026-03-17T20:54:19.868947
6068,16.000,-0.227732,16.000,16.000,625,2026-03-17T20:54:19.939427
6069,16.000,-0.227844,16.000,16.000,625,2026-03-17T20:54:20.019462
6070,16.000,-0.227939,16.000,16.000,625,2026-03-17T20:54:20.112461
6071,16.000,-0.227515,16.000,16.000,625,2026-03-17T20:54:20.194360
6072,16.000,-0.227600,16.000,16.000,625,2026-03-17T20:54:20.274357
6073,16.000,-0.227701,16.000,16.000,625,2026-03-17T20:54:20.358359
6074,16.000,-0.227654,16.000,16.000,625,2026-03-17T20:54:20.436081
6075,16.000,-0.227589,16.000,16.000,625,2026-03-17T20:54:20.512973
6076,16.000,-0.227658,16.000,16.000,625,2026-03-17T20:54:20.592985
6077,16.000,-0.227636,16.000,16.000,625,2026-03-17T20:54:20.677821
6078,16.000,-0.227613,16.000,16.000,625,2026-03-17T20:54:20.753142
6079,16.000,-0.227717,16.000,16.000,625,2026-03-17T20:54:20.833159
6080,16.000,-0.227839,16.000,16.000,625,2026-03-17T20:54:20.926528
6081,16.000,-0.227698,16.000,16.000,625,2026-03-17T20:54:21.013802
6082,16.000,-0.227702,16.000,16.000,625,2026-03-17T20:54:21.086496
6083,16.000,-0.227701,16.000,16.000,625,2026-03-17T20:54:21.179808
6084,16.000,-0.227739,16.000,16.000,625,2026-03-17T20:54:21.260351
6085,16.000,-0.227729,16.000,16.000,625,2026-03-17T20:54:21.339869
6086,16.000,-0.227740,16.000,16.000,625,2026-03-17T20:54:21.419876
6087,16.000,-0.227822,16.000,16.000,625,2026-03-17T20:54:21.510125
6088,16.000,-0.227809,16.000,16.000,625,2026-03-17T20:54:21.593432
6089,16.000,-0.227872,16.000,16.000,625,2026-03-17T20:54:21.673539
6090,16.000,-0.227851,16.000,16.000,625,2026-03-17T20:54:21.753537
6091,16.000,-0.227644,16.000,16.000,625,2026-03-17T20:54:21.833902
6092,16.000,-0.227649,16.000,16.000,625,2026-03-17T20:54:21.927090
6093,16.000,-0.227908,16.000,16.000,625,2026-03-17T20:54:22.019361
6094,16.000,-0.227824,16.000,16.000,625,2026-03-17T20:54:22.086840
6095,16.000,-0.227886,16.000,16.000,625,2026-03-17T20:54:22.180257
6096,16.000,-0.227706,16.000,16.000,625,2026-03-17T20:54:22.260212
6097,16.000,-0.227897,16.000,16.000,625,2026-03-17T20:54:22.340354
6098,16.000,-0.227447,16.000,16.000,625,2026-03-17T20:54:22.433738
6099,16.000,-0.228007,16.000,16.000,625,2026-03-17T20:54:22.513729
6100,16.000,-0.227645,16.000,16.000,625,2026-03-17T20:54:22.609708
6101,16.000,-0.227621,16.000,16.000,625,2026-03-17T20:54:22.691626
6102,16.000,-0.227731,16.000,16.000,625,2026-03-17T20:54:22.767112
6103,16.000,-0.227370,16.000,16.000,625,2026-03-17T20:54:22.847299
6104,16.000,-0.227313,16.000,16.000,625,2026-03-17T20:54:22.927153
6105,16.000,-0.226752,16.000,16.000,625,2026-03-17T20:54:23.020512
6106,16.000,-0.226518,16.000,16.000,625,2026-03-17T20:54:23.100576
6107,16.000,-0.226984,16.000,16.000,625,2026-03-17T20:54:23.188138
6108,16.000,-0.227110,16.000,16.000,625,2026-03-17T20:54:23.260657
6109,16.000,-0.226903,16.000,16.000,625,2026-03-17T20:54:23.354052
6110,16.000,-0.226882,16.000,16.000,625,2026-03-17T20:54:23.437707
6111,16.000,-0.226879,16.000,16.000,625,2026-03-17T20:54:23.522210
6112,16.000,-0.226852,16.000,16.000,625,2026-03-17T20:54:23.607383
6113,16.000,-0.226997,16.000,16.000,625,2026-03-17T20:54:23.674205
6114,16.000,-0.226974,16.000,16.000,625,2026-03-17T20:54:23.767086
6115,16.000,-0.226795,16.000,16.000,625,2026-03-17T20:54:23.847725
6116,16.000,-0.226872,16.000,16.000,625,2026-03-17T20:54:23.929615
6117,16.000,-0.226961,16.000,16.000,625,2026-03-17T20:54:24.007580
6118,16.000,-0.226968,16.000,16.000,625,2026-03-17T20:54:24.101022
6119,16.000,-0.226950,16.000,16.000,625,2026-03-17T20:54:24.183625
6120,16.000,-0.226929,16.000,16.000,625,2026-03-17T20:54:24.261125
6121,16.000,-0.226931,16.000,16.000,625,2026-03-17T20:54:24.349648
6122,16.000,-0.226951,16.000,16.000,625,2026-03-17T20:54:24.420990
6123,16.000,-0.226987,16.000,16.000,625,2026-03-17T20:54:24.511184
6124,16.000,-0.227044,16.000,16.000,625,2026-03-17T20:54:24.581164
6125,16.000,-0.226943,16.000,16.000,625,2026-03-17T20:54:24.674450
6126,16.000,-0.227001,16.000,16.000,625,2026-03-17T20:54:24.757715
6127,16.000,-0.227256,16.000,16.000,625,2026-03-17T20:54:24.840144
6128,16.000,-0.227231,16.000,16.000,625,2026-03-17T20:54:24.914593
6129,16.000,-0.227207,16.000,16.000,625,2026-03-17T20:54:25.012273
6130,16.000,-0.227295,16.000,16.000,625,2026-03-17T20:54:25.093451
6131,16.000,-0.227380,16.000,16.000,625,2026-03-17T20:54:25.172962
6132,16.000,-0.227122,16.000,16.000,625,2026-03-17T20:54:25.263747
6133,16.000,-0.227182,16.000,16.000,625,2026-03-17T20:54:25.341329
6134,16.000,-0.227181,16.000,16.000,625,2026-03-17T20:54:25.421399
6135,16.000,-0.227049,16.000,16.000,625,2026-03-17T20:54:25.501556
6136,16.000,-0.227184,16.000,16.000,625,2026-03-17T20:54:25.587849
6137,16.000,-0.227091,16.000,16.000,625,2026-03-17T20:54:25.661517
6138,16.000,-0.227488,16.000,16.000,625,2026-03-17T20:54:25.754918
6139,16.000,-0.227225,16.000,16.000,625,2026-03-17T20:54:25.834973
6140,16.000,-0.227237,16.000,16.000,625,2026-03-17T20:54:25.928318
6141,16.000,-0.227229,16.000,16.000,625,2026-03-17T20:54:26.014912
6142,16.000,-0.227196,16.000,16.000,625,2026-03-17T20:54:26.088354
6143,16.000,-0.226923,16.000,16.000,625,2026-03-17T20:54:26.181622
6144,16.000,-0.226698,16.000,16.000,625,2026-03-17T20:54:26.261592
6145,16.000,-0.226643,16.000,16.000,625,2026-03-17T20:54:26.341789
6146,16.000,-0.226629,16.000,16.000,625,2026-03-17T20:54:26.421774
6147,16.000,-0.226648,16.000,16.000,625,2026-03-17T20:54:26.501890
6148,16.000,-0.226709,16.000,16.000,625,2026-03-17T20:54:26.595532
6149,16.000,-0.226802,16.000,16.000,625,2026-03-17T20:54:26.661886
6150,16.000,-0.226902,16.000,16.000,625,2026-03-17T20:54:26.751983
6151,16.000,-0.226938,16.000,16.000,625,2026-03-17T20:54:26.838904
6152,16.000,-0.227074,16.000,16.000,625,2026-03-17T20:54:26.924566
6153,16.000,-0.227348,16.000,16.000,625,2026-03-17T20:54:27.008627
6154,16.000,-0.227299,16.000,16.000,625,2026-03-17T20:54:27.088676
6155,16.000,-0.227364,16.000,16.000,625,2026-03-17T20:54:27.168659
6156,16.000,-0.227536,16.000,16.000,625,2026-03-17T20:54:27.248681
6157,16.000,-0.227522,16.000,16.000,625,2026-03-17T20:54:27.341733
6158,16.000,-0.227475,16.000,16.000,625,2026-03-17T20:54:27.422141
6159,16.000,-0.227777,16.000,16.000,625,2026-03-17T20:54:27.512194
6160,16.000,-0.227532,16.000,16.000,625,2026-03-17T20:54:27.595659
6161,16.000,-0.227275,16.000,16.000,625,2026-03-17T20:54:27.686197
6162,16.000,-0.227420,16.000,16.000,625,2026-03-17T20:54:27.755635
6163,16.000,-0.227459,16.000,16.000,625,2026-03-17T20:54:27.835563
6164,16.000,-0.227385,16.000,16.000,625,2026-03-17T20:54:27.915592
6165,16.000,-0.227400,16.000,16.000,625,2026-03-17T20:54:28.005792
6166,16.000,-0.227537,16.000,16.000,625,2026-03-17T20:54:28.088963
6167,16.000,-0.227443,16.000,16.000,625,2026-03-17T20:54:28.169070
6168,16.000,-0.227456,16.000,16.000,625,2026-03-17T20:54:28.259169
6169,16.000,-0.227532,16.000,16.000,625,2026-03-17T20:54:28.342534
6170,16.000,-0.227553,16.000,16.000,625,2026-03-17T20:54:28.422643
6171,16.000,-0.227369,16.000,16.000,625,2026-03-17T20:54:28.517359
6172,16.000,-0.227531,16.000,16.000,625,2026-03-17T20:54:28.595897
6173,16.000,-0.227539,16.000,16.000,625,2026-03-17T20:54:28.675960
6174,16.000,-0.227607,16.000,16.000,625,2026-03-17T20:54:28.755900
6175,16.000,-0.227623,16.000,16.000,625,2026-03-17T20:54:28.849386
6176,16.000,-0.227698,16.000,16.000,625,2026-03-17T20:54:28.929273
6177,16.000,-0.227591,16.000,16.000,625,2026-03-17T20:54:29.009409
6178,16.000,-0.227411,16.000,16.000,625,2026-03-17T20:54:29.094188
6179,16.000,-0.227428,16.000,16.000,625,2026-03-17T20:54:29.182926
6180,16.000,-0.227737,16.000,16.000,625,2026-03-17T20:54:29.262848
6181,16.000,-0.227835,16.000,16.000,625,2026-03-17T20:54:29.346453
6182,16.000,-0.227642,16.000,16.000,625,2026-03-17T20:54:29.422862
6183,16.000,-0.227599,16.000,16.000,625,2026-03-17T20:54:29.502969
6184,16.000,-0.227665,16.000,16.000,625,2026-03-17T20:54:29.582948
6185,16.000,-0.227663,16.000,16.000,625,2026-03-17T20:54:29.662904
6186,16.000,-0.227581,16.000,16.000,625,2026-03-17T20:54:29.756247
6187,16.000,-0.227248,16.000,16.000,625,2026-03-17T20:54:29.836443
6188,16.000,-0.227250,16.000,16.000,625,2026-03-17T20:54:29.916393
6189,16.000,-0.227334,16.000,16.000,625,2026-03-17T20:54:30.006467
6190,16.000,-0.227255,16.000,16.000,625,2026-03-17T20:54:30.089883
6191,16.000,-0.227601,16.000,16.000,625,2026-03-17T20:54:30.178429
6192,16.000,-0.227625,16.000,16.000,625,2026-03-17T20:54:30.260429
6193,16.000,-0.227508,16.000,16.000,625,2026-03-17T20:54:30.343215
6194,16.000,-0.227248,16.000,16.000,625,2026-03-17T20:54:30.423091
6195,16.000,-0.227260,16.000,16.000,625,2026-03-17T20:54:30.503290
6196,16.000,-0.227368,16.000,16.000,625,2026-03-17T20:54:30.583314
6197,16.000,-0.227609,16.000,16.000,625,2026-03-17T20:54:30.668222
6198,16.000,-0.227642,16.000,16.000,625,2026-03-17T20:54:30.743430
6199,16.000,-0.227687,16.000,16.000,625,2026-03-17T20:54:30.836720
6200,16.000,-0.227634,16.000,16.000,625,2026-03-17T20:54:30.916813
6201,16.000,-0.227666,16.000,16.000,625,2026-03-17T20:54:31.001383
6202,16.000,-0.227666,16.000,16.000,625,2026-03-17T20:54:31.076749
6203,16.000,-0.227722,16.000,16.000,625,2026-03-17T20:54:31.156752
6204,16.000,-0.227571,16.000,16.000,625,2026-03-17T20:54:31.243110
6205,16.000,-0.227440,16.000,16.000,625,2026-03-17T20:54:31.316865
6206,16.000,-0.227704,16.000,16.000,625,2026-03-17T20:54:31.396808
6207,16.000,-0.227691,16.000,16.000,625,2026-03-17T20:54:31.477230
6208,16.000,-0.227508,16.000,16.000,625,2026-03-17T20:54:31.556950
6209,16.000,-0.227646,16.000,16.000,625,2026-03-17T20:54:31.653747
6210,16.000,-0.227447,16.000,16.000,625,2026-03-17T20:54:31.730400
6211,16.000,-0.227414,16.000,16.000,625,2026-03-17T20:54:31.824034
6212,16.000,-0.227660,16.000,16.000,625,2026-03-17T20:54:31.903796
6213,16.000,-0.227503,16.000,16.000,625,2026-03-17T20:54:31.980984
6214,16.000,-0.227398,16.000,16.000,625,2026-03-17T20:54:32.060480
6215,16.000,-0.227429,16.000,16.000,625,2026-03-17T20:54:32.130442
6216,16.000,-0.227492,16.000,16.000,625,2026-03-17T20:54:32.219106
6217,16.000,-0.227648,16.000,16.000,625,2026-03-17T20:54:32.301024
6218,16.000,-0.227830,16.000,16.000,625,2026-03-17T20:54:32.370670
6219,16.000,-0.227664,16.000,16.000,625,2026-03-17T20:54:32.460773
6220,16.000,-0.227445,16.000,16.000,625,2026-03-17T20:54:32.544206
6221,16.000,-0.227420,16.000,16.000,625,2026-03-17T20:54:32.626645
6222,16.000,-0.227648,16.000,16.000,625,2026-03-17T20:54:32.704070
6223,16.000,-0.227421,16.000,16.000,625,2026-03-17T20:54:32.784190
6224,16.000,-0.227326,16.000,16.000,625,2026-03-17T20:54:32.878542
6225,16.000,-0.227454,16.000,16.000,625,2026-03-17T20:54:32.957354
6226,16.000,-0.227647,16.000,16.000,625,2026-03-17T20:54:33.048651
6227,16.000,-0.227620,16.000,16.000,625,2026-03-17T20:54:33.117563
6228,16.000,-0.227635,16.000,16.000,625,2026-03-17T20:54:33.197641
6229,16.000,-0.227485,16.000,16.000,625,2026-03-17T20:54:33.277701
6230,16.000,-0.227550,16.000,16.000,625,2026-03-17T20:54:33.365898
6231,16.000,-0.227555,16.000,16.000,625,2026-03-17T20:54:33.452956
6232,16.000,-0.227649,16.000,16.000,625,2026-03-17T20:54:33.532565
6233,16.000,-0.227761,16.000,16.000,625,2026-03-17T20:54:33.611071
6234,16.000,-0.227745,16.000,16.000,625,2026-03-17T20:54:33.691088
6235,16.000,-0.227784,16.000,16.000,625,2026-03-17T20:54:33.784383
6236,16.000,-0.227661,16.000,16.000,625,2026-03-17T20:54:33.863060
6237,16.000,-0.227802,16.000,16.000,625,2026-03-17T20:54:33.931218
6238,16.000,-0.227696,16.000,16.000,625,2026-03-17T20:54:34.027102
6239,16.000,-0.227764,16.000,16.000,625,2026-03-17T20:54:34.104570
6240,16.000,-0.227602,16.000,16.000,625,2026-03-17T20:54:34.184652
6241,16.000,-0.227631,16.000,16.000,625,2026-03-17T20:54:34.275238
6242,16.000,-0.227783,16.000,16.000,625,2026-03-17T20:54:34.357881
6243,16.000,-0.227765,16.000,16.000,625,2026-03-17T20:54:34.437936
6244,16.000,-0.227806,16.000,16.000,625,2026-03-17T20:54:34.518478
6245,16.000,-0.227825,16.000,16.000,625,2026-03-17T20:54:34.611330
6246,16.000,-0.227911,16.000,16.000,625,2026-03-17T20:54:34.691415
6247,16.000,-0.227519,16.000,16.000,625,2026-03-17T20:54:34.771502
6248,16.000,-0.227466,16.000,16.000,625,2026-03-17T20:54:34.864859
6249,16.000,-0.227614,16.000,16.000,625,2026-03-17T20:54:34.945070
6250,16.000,-0.227474,16.000,16.000,625,2026-03-17T20:54:35.036408
6251,16.000,-0.227623,16.000,16.000,625,2026-03-17T20:54:35.123872
6252,16.000,-0.227580,16.000,16.000,625,2026-03-17T20:54:35.208260
6253,16.000,-0.227326,16.000,16.000,625,2026-03-17T20:54:35.289825
6254,16.000,-0.227333,16.000,16.000,625,2026-03-17T20:54:35.358251
6255,16.000,-0.227358,16.000,16.000,625,2026-03-17T20:54:35.438449
6256,16.000,-0.227471,16.000,16.000,625,2026-03-17T20:54:35.518353
6257,16.000,-0.227320,16.000,16.000,625,2026-03-17T20:54:35.602796
6258,16.000,-0.227543,16.000,16.000,625,2026-03-17T20:54:35.678595
6259,16.000,-0.227625,16.000,16.000,625,2026-03-17T20:54:35.758702
6260,16.000,-0.227591,16.000,16.000,625,2026-03-17T20:54:35.851904
6261,16.000,-0.227607,16.000,16.000,625,2026-03-17T20:54:35.940501
6262,16.000,-0.227677,16.000,16.000,625,2026-03-17T20:54:36.011886
6263,16.000,-0.227756,16.000,16.000,625,2026-03-17T20:54:36.101875
6264,16.000,-0.227907,16.000,16.000,625,2026-03-17T20:54:36.185353
6265,16.000,-0.227096,16.000,16.000,625,2026-03-17T20:54:36.265264
6266,16.000,-0.226907,16.000,16.000,625,2026-03-17T20:54:36.353662
6267,16.000,-0.227227,16.000,16.000,625,2026-03-17T20:54:36.425477
6268,16.000,-0.227753,16.000,16.000,625,2026-03-17T20:54:36.505440
6269,16.000,-0.227514,16.000,16.000,625,2026-03-17T20:54:36.598934
6270,16.000,-0.227747,16.000,16.000,625,2026-03-17T20:54:36.678924
6271,16.000,-0.227434,16.000,16.000,625,2026-03-17T20:54:36.765483
6272,16.000,-0.227412,16.000,16.000,625,2026-03-17T20:54:36.844343
6273,16.000,-0.227556,16.000,16.000,625,2026-03-17T20:54:36.918878
6274,16.000,-0.227535,16.000,16.000,625,2026-03-17T20:54:37.008919
6275,16.000,-0.227539,16.000,16.000,625,2026-03-17T20:54:37.078934
6276,16.000,-0.227379,16.000,16.000,625,2026-03-17T20:54:37.172315
6277,16.000,-0.227410,16.000,16.000,625,2026-03-17T20:54:37.258920
6278,16.000,-0.227368,16.000,16.000,625,2026-03-17T20:54:37.332427
6279,16.000,-0.227292,16.000,16.000,625,2026-03-17T20:54:37.425389
6280,16.000,-0.227289,16.000,16.000,625,2026-03-17T20:54:37.505871
6281,16.000,-0.227385,16.000,16.000,625,2026-03-17T20:54:37.586081
6282,16.000,-0.227566,16.000,16.000,625,2026-03-17T20:54:37.665851
6283,16.000,-0.227238,16.000,16.000,625,2026-03-17T20:54:37.750649
6284,16.000,-0.227311,16.000,16.000,625,2026-03-17T20:54:37.825849
6285,16.000,-0.227456,16.000,16.000,625,2026-03-17T20:54:37.906075
6286,16.000,-0.227474,16.000,16.000,625,2026-03-17T20:54:37.998900
6287,16.000,-0.227543,16.000,16.000,625,2026-03-17T20:54:38.079523
6288,16.000,-0.227676,16.000,16.000,625,2026-03-17T20:54:38.159469
6289,16.000,-0.227700,16.000,16.000,625,2026-03-17T20:54:38.239487
6290,16.000,-0.227751,16.000,16.000,625,2026-03-17T20:54:38.319451
6291,16.000,-0.227702,16.000,16.000,625,2026-03-17T20:54:38.407056
6292,16.000,-0.227537,16.000,16.000,625,2026-03-17T20:54:38.479505
6293,16.000,-0.227560,16.000,16.000,625,2026-03-17T20:54:38.559492
6294,16.000,-0.227692,16.000,16.000,625,2026-03-17T20:54:38.652831
6295,16.000,-0.227584,16.000,16.000,625,2026-03-17T20:54:38.732866
6296,16.000,-0.227563,16.000,16.000,625,2026-03-17T20:54:38.816780
6297,16.000,-0.227585,16.000,16.000,625,2026-03-17T20:54:38.893043
