episode,episode_reward,loss,avg_reward_100,max_reward,episode_steps,timestamp
3030,16.000,-0.224695,15.960,16.000,625,2026-03-17T20:50:03.487492
3031,16.000,-0.225066,15.960,16.000,625,2026-03-17T20:50:03.584665
3032,16.000,-0.224821,15.960,16.000,625,2026-03-17T20:50:03.674439
3033,16.000,-0.224512,15.960,16.000,625,2026-03-17T20:50:03.763323
3034,16.000,-0.224448,15.960,16.000,625,2026-03-17T20:50:03.846818
3035,16.000,-0.224768,15.960,16.000,625,2026-03-17T20:50:03.926664
3036,16.000,-0.224615,15.960,16.000,625,2026-03-17T20:50:04.006702
3037,16.000,-0.224697,15.960,16.000,625,2026-03-17T20:50:04.100022
3038,16.000,-0.224933,15.960,16.000,625,2026-03-17T20:50:04.180571
3039,16.000,-0.224849,15.960,16.000,625,2026-03-17T20:50:04.271192
3040,16.000,-0.225159,15.960,16.000,625,2026-03-17T20:50:04.353774
3041,16.000,-0.224720,15.960,16.000,625,2026-03-17T20:50:04.447551
3042,16.000,-0.224954,15.960,16.000,625,2026-03-17T20:50:04.534904
3043,16.000,-0.224997,15.960,16.000,625,2026-03-17T20:50:04.615986
3044,13.000,-0.075979,15.930,16.000,92,2026-03-17T20:50:04.640609
3045,16.000,-0.225105,15.930,16.000,625,2026-03-17T20:50:04.724564
3046,16.000,-0.225195,15.930,16.000,625,2026-03-17T20:50:04.802658
3047,16.000,-0.225116,15.930,16.000,625,2026-03-17T20:50:04.885686
3048,16.000,-0.224977,15.930,16.000,625,2026-03-17T20:50:04.964267
3049,16.000,-0.224619,15.930,16.000,625,2026-03-17T20:50:05.046940
3050,16.000,-0.224646,15.930,16.000,625,2026-03-17T20:50:05.127405
3051,16.000,-0.224691,15.930,16.000,625,2026-03-17T20:50:05.214691
3052,16.000,-0.224609,15.930,16.000,625,2026-03-17T20:50:05.288782
3053,16.000,-0.224604,15.930,16.000,625,2026-03-17T20:50:05.380618
3054,16.000,-0.224754,15.930,16.000,625,2026-03-17T20:50:05.461240
3055,16.000,-0.224807,15.930,16.000,625,2026-03-17T20:50:05.549331
3056,16.000,-0.224870,15.930,16.000,625,2026-03-17T20:50:05.620838
3057,16.000,-0.224923,15.930,16.000,625,2026-03-17T20:50:05.705009
3058,16.000,-0.224789,15.930,16.000,625,2026-03-17T20:50:05.785081
3059,16.000,-0.224907,15.930,16.000,625,2026-03-17T20:50:05.860955
3060,16.000,-0.224743,15.930,16.000,625,2026-03-17T20:50:05.951099
3061,16.000,-0.225147,15.930,16.000,625,2026-03-17T20:50:06.034272
3062,16.000,-0.224745,15.930,16.000,625,2026-03-17T20:50:06.114792
3063,16.000,-0.224802,15.930,16.000,625,2026-03-17T20:50:06.197957
3064,16.000,-0.225072,15.930,16.000,625,2026-03-17T20:50:06.278294
3065,16.000,-0.225070,15.930,16.000,625,2026-03-17T20:50:06.354364
3066,16.000,-0.225002,15.930,16.000,625,2026-03-17T20:50:06.445915
3067,16.000,-0.224486,15.930,16.000,625,2026-03-17T20:50:06.527934
3068,16.000,-0.224345,15.930,16.000,625,2026-03-17T20:50:06.609505
3069,16.000,-0.224335,15.930,16.000,625,2026-03-17T20:50:06.696562
3070,16.000,-0.223880,15.930,16.000,625,2026-03-17T20:50:06.767994
3071,16.000,-0.223652,15.930,16.000,625,2026-03-17T20:50:06.864595
3072,16.000,-0.224193,15.930,16.000,625,2026-03-17T20:50:06.941340
3073,16.000,-0.224436,15.930,16.000,625,2026-03-17T20:50:07.021501
3074,16.000,-0.224714,15.930,16.000,625,2026-03-17T20:50:07.111401
3075,16.000,-0.224531,15.930,16.000,625,2026-03-17T20:50:07.181411
3076,16.000,-0.224810,15.930,16.000,625,2026-03-17T20:50:07.274791
3077,16.000,-0.224854,15.930,16.000,625,2026-03-17T20:50:07.354970
3078,16.000,-0.224865,15.930,16.000,625,2026-03-17T20:50:07.448361
3079,16.000,-0.225050,15.930,16.000,625,2026-03-17T20:50:07.528264
3080,16.000,-0.224850,15.930,16.000,625,2026-03-17T20:50:07.608374
3081,16.000,-0.225524,15.930,16.000,625,2026-03-17T20:50:07.692325
3082,16.000,-0.224533,15.930,16.000,625,2026-03-17T20:50:07.781580
3083,16.000,-0.225026,15.930,16.000,625,2026-03-17T20:50:07.865003
3084,16.000,-0.224960,15.930,16.000,625,2026-03-17T20:50:07.951704
3085,16.000,-0.224962,15.930,16.000,625,2026-03-17T20:50:08.035004
3086,16.000,-0.224715,15.930,16.000,625,2026-03-17T20:50:08.114989
3087,16.000,-0.224385,15.930,16.000,625,2026-03-17T20:50:08.205163
3088,16.000,-0.224035,15.930,16.000,625,2026-03-17T20:50:08.291369
3089,16.000,-0.224416,15.970,16.000,625,2026-03-17T20:50:08.381483
3090,16.000,-0.223672,15.970,16.000,625,2026-03-17T20:50:08.462081
3091,16.000,-0.224327,15.970,16.000,625,2026-03-17T20:50:08.546350
3092,16.000,-0.224132,15.970,16.000,625,2026-03-17T20:50:08.635262
3093,16.000,-0.223890,15.970,16.000,625,2026-03-17T20:50:08.715431
3094,16.000,-0.224399,15.970,16.000,625,2026-03-17T20:50:08.798500
3095,16.000,-0.224595,15.970,16.000,625,2026-03-17T20:50:08.888765
3096,16.000,-0.224646,15.970,16.000,625,2026-03-17T20:50:08.968672
3097,16.000,-0.224650,15.970,16.000,625,2026-03-17T20:50:09.058865
3098,16.000,-0.224726,15.970,16.000,625,2026-03-17T20:50:09.137541
3099,16.000,-0.225439,15.970,16.000,625,2026-03-17T20:50:09.208826
3100,16.000,-0.224873,15.970,16.000,625,2026-03-17T20:50:09.288969
3101,12.000,-0.050443,15.930,16.000,84,2026-03-17T20:50:09.321555
3102,16.000,-0.224937,15.930,16.000,625,2026-03-17T20:50:09.402174
3103,16.000,-0.225077,15.930,16.000,625,2026-03-17T20:50:09.475616
3104,16.000,-0.225204,15.930,16.000,625,2026-03-17T20:50:09.562003
3105,16.000,-0.224900,15.930,16.000,625,2026-03-17T20:50:09.646553
3106,16.000,-0.224912,15.930,16.000,625,2026-03-17T20:50:09.715592
3107,16.000,-0.224980,15.930,16.000,625,2026-03-17T20:50:09.795665
3108,16.000,-0.225046,15.930,16.000,625,2026-03-17T20:50:09.889296
3109,16.000,-0.225274,15.930,16.000,625,2026-03-17T20:50:09.969195
3110,16.000,-0.225353,15.930,16.000,625,2026-03-17T20:50:10.055408
3111,16.000,-0.225096,15.930,16.000,625,2026-03-17T20:50:10.137447
3112,16.000,-0.225170,15.930,16.000,625,2026-03-17T20:50:10.209153
3113,16.000,-0.224850,15.930,16.000,625,2026-03-17T20:50:10.299371
3114,16.000,-0.224795,15.930,16.000,625,2026-03-17T20:50:10.369229
3115,16.000,-0.224895,15.930,16.000,625,2026-03-17T20:50:10.449227
3116,16.000,-0.225225,15.930,16.000,625,2026-03-17T20:50:10.529251
3117,16.000,-0.224691,15.930,16.000,625,2026-03-17T20:50:10.609717
3118,16.000,-0.224498,15.930,16.000,625,2026-03-17T20:50:10.689520
3119,16.000,-0.224621,15.930,16.000,625,2026-03-17T20:50:10.769528
3120,16.000,-0.224611,15.930,16.000,625,2026-03-17T20:50:10.859501
3121,16.000,-0.224591,15.930,16.000,625,2026-03-17T20:50:10.952292
3122,16.000,-0.224562,15.930,16.000,625,2026-03-17T20:50:11.022688
3123,16.000,-0.224234,15.930,16.000,625,2026-03-17T20:50:11.112866
3124,16.000,-0.224179,15.930,16.000,625,2026-03-17T20:50:11.195804
3125,16.000,-0.223926,15.930,16.000,625,2026-03-17T20:50:11.262836
3126,16.000,-0.224002,15.930,16.000,625,2026-03-17T20:50:11.353695
3127,16.000,-0.224120,15.930,16.000,625,2026-03-17T20:50:11.422917
3128,16.000,-0.224709,15.930,16.000,625,2026-03-17T20:50:11.513036
3129,16.000,-0.225180,15.930,16.000,625,2026-03-17T20:50:11.596519
3130,16.000,-0.225001,15.930,16.000,625,2026-03-17T20:50:11.676412
3131,16.000,-0.225247,15.930,16.000,625,2026-03-17T20:50:11.765037
3132,16.000,-0.225174,15.930,16.000,625,2026-03-17T20:50:11.836402
3133,16.000,-0.225170,15.930,16.000,625,2026-03-17T20:50:11.916386
3134,16.000,-0.224774,15.930,16.000,625,2026-03-17T20:50:11.996496
3135,16.000,-0.225229,15.930,16.000,625,2026-03-17T20:50:12.076562
3136,16.000,-0.225295,15.930,16.000,625,2026-03-17T20:50:12.166152
3137,16.000,-0.225116,15.930,16.000,625,2026-03-17T20:50:12.236597
3138,16.000,-0.225267,15.930,16.000,625,2026-03-17T20:50:12.329946
3139,16.000,-0.225091,15.930,16.000,625,2026-03-17T20:50:12.409995
3140,16.000,-0.225036,15.930,16.000,625,2026-03-17T20:50:12.490081
3141,16.000,-0.224968,15.930,16.000,625,2026-03-17T20:50:12.579957
3142,16.000,-0.225257,15.930,16.000,625,2026-03-17T20:50:12.660061
3143,16.000,-0.225410,15.930,16.000,625,2026-03-17T20:50:12.730112
3144,16.000,-0.225486,15.960,16.000,625,2026-03-17T20:50:12.827178
3145,16.000,-0.225487,15.960,16.000,625,2026-03-17T20:50:12.903635
3146,16.000,-0.225115,15.960,16.000,625,2026-03-17T20:50:12.983502
3147,16.000,-0.225269,15.960,16.000,625,2026-03-17T20:50:13.077118
3148,16.000,-0.225370,15.960,16.000,625,2026-03-17T20:50:13.156941
3149,16.000,-0.224972,15.960,16.000,625,2026-03-17T20:50:13.236993
3150,16.000,-0.224906,15.960,16.000,625,2026-03-17T20:50:13.317307
3151,16.000,-0.224929,15.960,16.000,625,2026-03-17T20:50:13.405614
3152,16.000,-0.224892,15.960,16.000,625,2026-03-17T20:50:13.477162
3153,16.000,-0.224905,15.960,16.000,625,2026-03-17T20:50:13.570518
3154,16.000,-0.224822,15.960,16.000,625,2026-03-17T20:50:13.650474
3155,16.000,-0.225016,15.960,16.000,625,2026-03-17T20:50:13.730379
3156,16.000,-0.225141,15.960,16.000,625,2026-03-17T20:50:13.810408
3157,16.000,-0.225194,15.960,16.000,625,2026-03-17T20:50:13.898647
3158,16.000,-0.225432,15.960,16.000,625,2026-03-17T20:50:13.983924
3159,16.000,-0.225701,15.960,16.000,625,2026-03-17T20:50:14.063920
3160,16.000,-0.224120,15.960,16.000,625,2026-03-17T20:50:14.154102
3161,16.000,-0.223922,15.960,16.000,625,2026-03-17T20:50:14.245294
3162,16.000,-0.224924,15.960,16.000,625,2026-03-17T20:50:14.328654
3163,16.000,-0.224626,15.960,16.000,625,2026-03-17T20:50:14.410651
3164,16.000,-0.224669,15.960,16.000,625,2026-03-17T20:50:14.490746
3165,16.000,-0.224370,15.960,16.000,625,2026-03-17T20:50:14.570875
3166,16.000,-0.224407,15.960,16.000,625,2026-03-17T20:50:14.650697
3167,16.000,-0.224070,15.960,16.000,625,2026-03-17T20:50:14.730853
3168,16.000,-0.223625,15.960,16.000,625,2026-03-17T20:50:14.810870
3169,16.000,-0.223653,15.960,16.000,625,2026-03-17T20:50:14.904314
3170,16.000,-0.223807,15.960,16.000,625,2026-03-17T20:50:14.987911
3171,16.000,-0.224074,15.960,16.000,625,2026-03-17T20:50:15.091661
3172,16.000,-0.224696,15.960,16.000,625,2026-03-17T20:50:15.171047
3173,16.000,-0.225097,15.960,16.000,625,2026-03-17T20:50:15.265865
3174,12.000,-0.049834,15.920,16.000,84,2026-03-17T20:50:15.291098
3175,16.000,-0.224936,15.920,16.000,625,2026-03-17T20:50:15.371459
3176,16.000,-0.225106,15.920,16.000,625,2026-03-17T20:50:15.461135
3177,16.000,-0.225104,15.920,16.000,625,2026-03-17T20:50:15.547188
3178,16.000,-0.225595,15.920,16.000,625,2026-03-17T20:50:15.624567
3179,16.000,-0.225048,15.920,16.000,625,2026-03-17T20:50:15.704602
3180,16.000,-0.224823,15.920,16.000,625,2026-03-17T20:50:15.784563
3181,16.000,-0.225235,15.920,16.000,625,2026-03-17T20:50:15.877970
3182,16.000,-0.224673,15.920,16.000,625,2026-03-17T20:50:15.957955
3183,16.000,-0.224569,15.920,16.000,625,2026-03-17T20:50:16.037871
3184,16.000,-0.224957,15.920,16.000,625,2026-03-17T20:50:16.118019
3185,16.000,-0.224947,15.920,16.000,625,2026-03-17T20:50:16.184655
3186,16.000,-0.224788,15.920,16.000,625,2026-03-17T20:50:16.282482
3187,16.000,-0.224916,15.920,16.000,625,2026-03-17T20:50:16.358086
3188,16.000,-0.224981,15.920,16.000,625,2026-03-17T20:50:16.438118
3189,16.000,-0.224837,15.920,16.000,625,2026-03-17T20:50:16.518463
3190,16.000,-0.225161,15.920,16.000,625,2026-03-17T20:50:16.625218
3191,16.000,-0.225297,15.920,16.000,625,2026-03-17T20:50:16.718539
3192,16.000,-0.224955,15.920,16.000,625,2026-03-17T20:50:16.798522
3193,16.000,-0.225036,15.920,16.000,625,2026-03-17T20:50:16.891901
3194,16.000,-0.224965,15.920,16.000,625,2026-03-17T20:50:16.984945
3195,16.000,-0.224706,15.920,16.000,625,2026-03-17T20:50:17.078699
3196,16.000,-0.224876,15.920,16.000,625,2026-03-17T20:50:17.159196
3197,16.000,-0.225128,15.920,16.000,625,2026-03-17T20:50:17.251942
3198,16.000,-0.225143,15.920,16.000,625,2026-03-17T20:50:17.347153
3199,16.000,-0.225093,15.920,16.000,625,2026-03-17T20:50:17.436118
3200,16.000,-0.225009,15.920,16.000,625,2026-03-17T20:50:17.518670
3201,16.000,-0.225055,15.960,16.000,625,2026-03-17T20:50:17.602925
3202,16.000,-0.225128,15.960,16.000,625,2026-03-17T20:50:17.691933
3203,16.000,-0.225107,15.960,16.000,625,2026-03-17T20:50:17.771879
3204,16.000,-0.225235,15.960,16.000,625,2026-03-17T20:50:17.851907
3205,16.000,-0.225425,15.960,16.000,625,2026-03-17T20:50:17.941199
3206,16.000,-0.225278,15.960,16.000,625,2026-03-17T20:50:18.011898
3207,16.000,-0.225242,15.960,16.000,625,2026-03-17T20:50:18.105399
3208,16.000,-0.225236,15.960,16.000,625,2026-03-17T20:50:18.185491
3209,16.000,-0.224979,15.960,16.000,625,2026-03-17T20:50:18.278765
3210,16.000,-0.225063,15.960,16.000,625,2026-03-17T20:50:18.366685
3211,16.000,-0.225177,15.960,16.000,625,2026-03-17T20:50:18.442733
3212,16.000,-0.225507,15.960,16.000,625,2026-03-17T20:50:18.532429
3213,16.000,-0.225461,15.960,16.000,625,2026-03-17T20:50:18.612206
3214,16.000,-0.225393,15.960,16.000,625,2026-03-17T20:50:18.702089
3215,16.000,-0.225505,15.960,16.000,625,2026-03-17T20:50:18.772231
3216,16.000,-0.225464,15.960,16.000,625,2026-03-17T20:50:18.852279
3217,16.000,-0.225528,15.960,16.000,625,2026-03-17T20:50:18.945857
3218,16.000,-0.225615,15.960,16.000,625,2026-03-17T20:50:19.028649
3219,16.000,-0.225558,15.960,16.000,625,2026-03-17T20:50:19.105714
3220,16.000,-0.225454,15.960,16.000,625,2026-03-17T20:50:19.185812
3221,16.000,-0.225286,15.960,16.000,625,2026-03-17T20:50:19.275415
3222,16.000,-0.225249,15.960,16.000,625,2026-03-17T20:50:19.359162
3223,16.000,-0.225230,15.960,16.000,625,2026-03-17T20:50:19.439247
3224,16.000,-0.225287,15.960,16.000,625,2026-03-17T20:50:19.519112
3225,16.000,-0.225423,15.960,16.000,625,2026-03-17T20:50:19.612597
3226,16.000,-0.225615,15.960,16.000,625,2026-03-17T20:50:19.692623
3227,16.000,-0.225625,15.960,16.000,625,2026-03-17T20:50:19.772662
3228,16.000,-0.225452,15.960,16.000,625,2026-03-17T20:50:19.852724
3229,16.000,-0.225506,15.960,16.000,625,2026-03-17T20:50:19.932854
3230,16.000,-0.225709,15.960,16.000,625,2026-03-17T20:50:20.012744
3231,16.000,-0.225617,15.960,16.000,625,2026-03-17T20:50:20.096814
3232,16.000,-0.225503,15.960,16.000,625,2026-03-17T20:50:20.186190
3233,16.000,-0.225299,15.960,16.000,625,2026-03-17T20:50:20.279086
3234,16.000,-0.225396,15.960,16.000,625,2026-03-17T20:50:20.359514
3235,16.000,-0.225218,15.960,16.000,625,2026-03-17T20:50:20.439482
3236,16.000,-0.225206,15.960,16.000,625,2026-03-17T20:50:20.519544
3237,16.000,-0.225215,15.960,16.000,625,2026-03-17T20:50:20.599661
3238,16.000,-0.224907,15.960,16.000,625,2026-03-17T20:50:20.679658
3239,16.000,-0.225055,15.960,16.000,625,2026-03-17T20:50:20.773018
3240,16.000,-0.224945,15.960,16.000,625,2026-03-17T20:50:20.853162
3241,16.000,-0.225031,15.960,16.000,625,2026-03-17T20:50:20.943682
3242,16.000,-0.225361,15.960,16.000,625,2026-03-17T20:50:21.013020
3243,16.000,-0.225489,15.960,16.000,625,2026-03-17T20:50:21.103120
3244,16.000,-0.225432,15.960,16.000,625,2026-03-17T20:50:21.186700
3245,16.000,-0.225636,15.960,16.000,625,2026-03-17T20:50:21.266493
3246,16.000,-0.225393,15.960,16.000,625,2026-03-17T20:50:21.359890
3247,16.000,-0.225403,15.960,16.000,625,2026-03-17T20:50:21.439931
3248,16.000,-0.225464,15.960,16.000,625,2026-03-17T20:50:21.533356
3249,16.000,-0.225421,15.960,16.000,625,2026-03-17T20:50:21.613317
3250,16.000,-0.225510,15.960,16.000,625,2026-03-17T20:50:21.704410
3251,16.000,-0.225261,15.960,16.000,625,2026-03-17T20:50:21.796311
3252,16.000,-0.225281,15.960,16.000,625,2026-03-17T20:50:21.879722
3253,16.000,-0.225270,15.960,16.000,625,2026-03-17T20:50:21.960146
3254,16.000,-0.224994,15.960,16.000,625,2026-03-17T20:50:22.040266
3255,16.000,-0.225029,15.960,16.000,625,2026-03-17T20:50:22.120567
3256,16.000,-0.225184,15.960,16.000,625,2026-03-17T20:50:22.200184
3257,16.000,-0.225372,15.960,16.000,625,2026-03-17T20:50:22.280238
3258,16.000,-0.225554,15.960,16.000,625,2026-03-17T20:50:22.364148
3259,16.000,-0.225687,15.960,16.000,625,2026-03-17T20:50:22.440285
3260,12.000,-0.048264,15.920,16.000,84,2026-03-17T20:50:22.466985
3261,16.000,-0.225152,15.920,16.000,625,2026-03-17T20:50:22.552263
3262,16.000,-0.224678,15.920,16.000,625,2026-03-17T20:50:22.626984
3263,16.000,-0.225212,15.920,16.000,625,2026-03-17T20:50:22.706899
3264,16.000,-0.225032,15.920,16.000,625,2026-03-17T20:50:22.786961
3265,16.000,-0.224488,15.920,16.000,625,2026-03-17T20:50:22.867066
3266,16.000,-0.225065,15.920,16.000,625,2026-03-17T20:50:22.954922
3267,16.000,-0.224879,15.920,16.000,625,2026-03-17T20:50:23.027566
3268,16.000,-0.224710,15.920,16.000,625,2026-03-17T20:50:23.107192
3269,16.000,-0.225069,15.920,16.000,625,2026-03-17T20:50:23.200514
3270,16.000,-0.224344,15.920,16.000,625,2026-03-17T20:50:23.280627
3271,16.000,-0.223806,15.920,16.000,625,2026-03-17T20:50:23.364134
3272,16.000,-0.224467,15.920,16.000,625,2026-03-17T20:50:23.440650
3273,16.000,-0.224589,15.920,16.000,625,2026-03-17T20:50:23.520785
3274,16.000,-0.224526,15.960,16.000,625,2026-03-17T20:50:23.614150
3275,16.000,-0.224724,15.960,16.000,625,2026-03-17T20:50:23.694047
3276,16.000,-0.224984,15.960,16.000,625,2026-03-17T20:50:23.774101
3277,16.000,-0.225124,15.960,16.000,625,2026-03-17T20:50:23.854124
3278,16.000,-0.225222,15.960,16.000,625,2026-03-17T20:50:23.947568
3279,16.000,-0.225311,15.960,16.000,625,2026-03-17T20:50:24.051834
3280,16.000,-0.225328,15.960,16.000,625,2026-03-17T20:50:24.145949
3281,16.000,-0.225317,15.960,16.000,625,2026-03-17T20:50:24.235923
3282,16.000,-0.225227,15.960,16.000,625,2026-03-17T20:50:24.323126
3283,16.000,-0.225334,15.960,16.000,625,2026-03-17T20:50:24.419065
3284,16.000,-0.225473,15.960,16.000,625,2026-03-17T20:50:24.507806
3285,16.000,-0.225288,15.960,16.000,625,2026-03-17T20:50:24.603711
3286,16.000,-0.225399,15.960,16.000,625,2026-03-17T20:50:24.681477
3287,16.000,-0.225509,15.960,16.000,625,2026-03-17T20:50:24.761115
3288,16.000,-0.225916,15.960,16.000,625,2026-03-17T20:50:24.841228
3289,16.000,-0.225319,15.960,16.000,625,2026-03-17T20:50:24.934500
3290,16.000,-0.225537,15.960,16.000,625,2026-03-17T20:50:25.022777
3291,16.000,-0.225273,15.960,16.000,625,2026-03-17T20:50:25.108215
3292,16.000,-0.225203,15.960,16.000,625,2026-03-17T20:50:25.185050
3293,16.000,-0.224741,15.960,16.000,625,2026-03-17T20:50:25.254992
3294,16.000,-0.224884,15.960,16.000,625,2026-03-17T20:50:25.349969
3295,16.000,-0.225146,15.960,16.000,625,2026-03-17T20:50:25.430565
3296,16.000,-0.224914,15.960,16.000,625,2026-03-17T20:50:25.520504
3297,16.000,-0.224914,15.960,16.000,625,2026-03-17T20:50:25.614826
3298,16.000,-0.225556,15.960,16.000,625,2026-03-17T20:50:25.695713
3299,16.000,-0.225582,15.960,16.000,625,2026-03-17T20:50:25.788446
3300,16.000,-0.225405,15.960,16.000,625,2026-03-17T20:50:25.884768
3301,16.000,-0.225529,15.960,16.000,625,2026-03-17T20:50:25.976194
3302,16.000,-0.225400,15.960,16.000,625,2026-03-17T20:50:26.055830
3303,16.000,-0.224849,15.960,16.000,625,2026-03-17T20:50:26.150604
3304,16.000,-0.225467,15.960,16.000,625,2026-03-17T20:50:26.234148
3305,16.000,-0.225331,15.960,16.000,625,2026-03-17T20:50:26.308328
3306,16.000,-0.225575,15.960,16.000,625,2026-03-17T20:50:26.402712
3307,16.000,-0.225331,15.960,16.000,625,2026-03-17T20:50:26.492477
3308,16.000,-0.225311,15.960,16.000,625,2026-03-17T20:50:26.576132
3309,16.000,-0.225696,15.960,16.000,625,2026-03-17T20:50:26.661514
3310,16.000,-0.225700,15.960,16.000,625,2026-03-17T20:50:26.752678
3311,16.000,-0.225458,15.960,16.000,625,2026-03-17T20:50:26.828745
3312,16.000,-0.225145,15.960,16.000,625,2026-03-17T20:50:26.908676
3313,16.000,-0.225364,15.960,16.000,625,2026-03-17T20:50:26.988678
3314,16.000,-0.225437,15.960,16.000,625,2026-03-17T20:50:27.068706
3315,16.000,-0.225673,15.960,16.000,625,2026-03-17T20:50:27.161654
3316,13.000,-0.070704,15.930,16.000,92,2026-03-17T20:50:27.188334
3317,16.000,-0.225725,15.930,16.000,625,2026-03-17T20:50:27.273555
3318,16.000,-0.225150,15.930,16.000,625,2026-03-17T20:50:27.365728
3319,16.000,-0.225635,15.930,16.000,625,2026-03-17T20:50:27.442975
3320,16.000,-0.225502,15.930,16.000,625,2026-03-17T20:50:27.525771
3321,16.000,-0.225505,15.930,16.000,625,2026-03-17T20:50:27.612480
3322,16.000,-0.225609,15.930,16.000,625,2026-03-17T20:50:27.682213
3323,16.000,-0.225385,15.930,16.000,625,2026-03-17T20:50:27.780197
3324,16.000,-0.224790,15.930,16.000,625,2026-03-17T20:50:27.869594
3325,16.000,-0.225225,15.930,16.000,625,2026-03-17T20:50:27.954777
3326,16.000,-0.224823,15.930,16.000,625,2026-03-17T20:50:28.029036
3327,16.000,-0.225152,15.930,16.000,625,2026-03-17T20:50:28.122440
3328,16.000,-0.224800,15.930,16.000,625,2026-03-17T20:50:28.206834
3329,16.000,-0.224966,15.930,16.000,625,2026-03-17T20:50:28.289732
3330,16.000,-0.225393,15.930,16.000,625,2026-03-17T20:50:28.362483
3331,16.000,-0.225547,15.930,16.000,625,2026-03-17T20:50:28.459461
3332,16.000,-0.225483,15.930,16.000,625,2026-03-17T20:50:28.538303
3333,16.000,-0.225631,15.930,16.000,625,2026-03-17T20:50:28.624171
3334,16.000,-0.225701,15.930,16.000,625,2026-03-17T20:50:28.696014
3335,16.000,-0.225783,15.930,16.000,625,2026-03-17T20:50:28.779706
3336,16.000,-0.225736,15.930,16.000,625,2026-03-17T20:50:28.869281
3337,16.000,-0.225028,15.930,16.000,625,2026-03-17T20:50:28.953358
3338,16.000,-0.225557,15.930,16.000,625,2026-03-17T20:50:29.035240
3339,16.000,-0.225602,15.930,16.000,625,2026-03-17T20:50:29.109433
3340,16.000,-0.225469,15.930,16.000,625,2026-03-17T20:50:29.189451
3341,16.000,-0.225415,15.930,16.000,625,2026-03-17T20:50:29.289079
3342,16.000,-0.225370,15.930,16.000,625,2026-03-17T20:50:29.369441
3343,16.000,-0.225374,15.930,16.000,625,2026-03-17T20:50:29.456226
3344,16.000,-0.225532,15.930,16.000,625,2026-03-17T20:50:29.536240
3345,16.000,-0.225590,15.930,16.000,625,2026-03-17T20:50:29.616204
3346,16.000,-0.225695,15.930,16.000,625,2026-03-17T20:50:29.696162
3347,16.000,-0.225537,15.930,16.000,625,2026-03-17T20:50:29.776540
3348,16.000,-0.225683,15.930,16.000,625,2026-03-17T20:50:29.856340
3349,16.000,-0.225625,15.930,16.000,625,2026-03-17T20:50:29.940023
3350,16.000,-0.225459,15.930,16.000,625,2026-03-17T20:50:30.029843
3351,16.000,-0.225655,15.930,16.000,625,2026-03-17T20:50:30.118044
3352,16.000,-0.225299,15.930,16.000,625,2026-03-17T20:50:30.207926
3353,16.000,-0.225630,15.930,16.000,625,2026-03-17T20:50:30.293130
3354,16.000,-0.225049,15.930,16.000,625,2026-03-17T20:50:30.370272
3355,16.000,-0.224945,15.930,16.000,625,2026-03-17T20:50:30.450130
3356,16.000,-0.224774,15.930,16.000,625,2026-03-17T20:50:30.523564
3357,16.000,-0.224514,15.930,16.000,625,2026-03-17T20:50:30.608655
3358,16.000,-0.224638,15.930,16.000,625,2026-03-17T20:50:30.689882
3359,16.000,-0.224760,15.930,16.000,625,2026-03-17T20:50:30.770705
3360,16.000,-0.224900,15.970,16.000,625,2026-03-17T20:50:30.860997
3361,16.000,-0.225068,15.970,16.000,625,2026-03-17T20:50:30.936729
3362,16.000,-0.225312,15.970,16.000,625,2026-03-17T20:50:31.017083
3363,16.000,-0.225561,15.970,16.000,625,2026-03-17T20:50:31.106191
3364,16.000,-0.225619,15.970,16.000,625,2026-03-17T20:50:31.190766
3365,16.000,-0.225725,15.970,16.000,625,2026-03-17T20:50:31.268815
3366,16.000,-0.225647,15.970,16.000,625,2026-03-17T20:50:31.345149
3367,16.000,-0.225690,15.970,16.000,625,2026-03-17T20:50:31.427598
3368,16.000,-0.225823,15.970,16.000,625,2026-03-17T20:50:31.512883
3369,16.000,-0.225403,15.970,16.000,625,2026-03-17T20:50:31.593040
3370,16.000,-0.225360,15.970,16.000,625,2026-03-17T20:50:31.670377
3371,16.000,-0.225699,15.970,16.000,625,2026-03-17T20:50:31.756467
3372,16.000,-0.225760,15.970,16.000,625,2026-03-17T20:50:31.842032
3373,16.000,-0.225862,15.970,16.000,625,2026-03-17T20:50:31.923820
3374,16.000,-0.225430,15.970,16.000,625,2026-03-17T20:50:32.003711
3375,16.000,-0.225495,15.970,16.000,625,2026-03-17T20:50:32.089303
3376,16.000,-0.225725,15.970,16.000,625,2026-03-17T20:50:32.179987
3377,16.000,-0.225847,15.970,16.000,625,2026-03-17T20:50:32.257221
3378,16.000,-0.225969,15.970,16.000,625,2026-03-17T20:50:32.345606
3379,12.000,-0.047488,15.930,16.000,84,2026-03-17T20:50:32.367750
3380,16.000,-0.224705,15.930,16.000,625,2026-03-17T20:50:32.444091
3381,16.000,-0.225675,15.930,16.000,625,2026-03-17T20:50:32.537840
3382,16.000,-0.225462,15.930,16.000,625,2026-03-17T20:50:32.623861
3383,16.000,-0.225305,15.930,16.000,625,2026-03-17T20:50:32.702929
3384,16.000,-0.225229,15.930,16.000,625,2026-03-17T20:50:32.788169
3385,16.000,-0.225099,15.930,16.000,625,2026-03-17T20:50:32.857389
3386,16.000,-0.225143,15.930,16.000,625,2026-03-17T20:50:32.950768
3387,16.000,-0.224662,15.930,16.000,625,2026-03-17T20:50:33.036429
