episode,episode_reward,episode_steps,timesteps,fps,timestamp
115,-0.550000,45,6624,0,2026-03-18T00:43:07.254757
116,6.929998,67,6768,0,2026-03-18T00:43:07.276777
117,1.150000,47,6808,0,2026-03-18T00:43:07.281782
118,-1.570000,38,6920,0,2026-03-18T00:43:07.298797
119,2.770000,65,7032,0,2026-03-18T00:43:07.313917
120,16.929995,64,7136,0,2026-03-18T00:43:07.328929
121,-1.540000,37,7216,0,2026-03-18T00:43:07.339939
122,-1.680000,38,7336,0,2026-03-18T00:43:07.355954
123,-1.520000,38,7440,0,2026-03-18T00:43:07.368965
124,3.080000,52,7856,0,2026-03-18T00:43:07.422014
125,-1.470000,38,8160,0,2026-03-18T00:43:07.459895
126,-9.160026,2500,21816,0,2026-03-18T00:43:10.215039
127,2.980000,46,22184,0,2026-03-18T00:43:10.270090
128,-1.420000,38,22488,0,2026-03-18T00:43:10.315130
129,-1.580000,38,22792,0,2026-03-18T00:43:10.686470
130,-1.480000,38,23096,0,2026-03-18T00:43:10.728509
131,-1.170000,39,23408,0,2026-03-18T00:43:10.770546
132,0.960001,47,23784,0,2026-03-18T00:43:10.828599
133,3.130000,46,24152,0,2026-03-18T00:43:10.888813
134,-0.580000,45,24512,0,2026-03-18T00:43:10.935679
135,-1.380000,38,24816,0,2026-03-18T00:43:11.260975
136,3.010000,51,25224,0,2026-03-18T00:43:11.313033
137,3.010000,46,25592,0,2026-03-18T00:43:11.362078
138,12.999723,2500,25888,0,2026-03-18T00:43:11.401113
139,-1.719987,2500,25928,0,2026-03-18T00:43:11.407119
140,0.440000,49,25984,0,2026-03-18T00:43:11.415126
141,-1.250000,38,26192,0,2026-03-18T00:43:11.444157
142,-1.800000,37,26280,0,2026-03-18T00:43:11.457170
143,5.509999,70,26488,0,2026-03-18T00:43:11.486196
144,-1.270000,38,26496,0,2026-03-18T00:43:11.487197
145,15.879999,57,26736,0,2026-03-18T00:43:11.817535
146,0.780020,2500,26768,0,2026-03-18T00:43:11.822540
147,-1.420000,38,26792,0,2026-03-18T00:43:11.826543
148,-1.239990,2500,26808,0,2026-03-18T00:43:11.828545
149,-1.200000,38,27040,0,2026-03-18T00:43:11.861575
150,-1.280000,38,27112,0,2026-03-18T00:43:11.871584
151,-1.540000,40,27112,0,2026-03-18T00:43:11.871584
152,11.820000,84,27168,0,2026-03-18T00:43:11.879591
153,4.439983,2500,27216,0,2026-03-18T00:43:11.886599
154,7.939999,64,27280,0,2026-03-18T00:43:11.894605
155,3.130008,2500,27336,0,2026-03-18T00:43:11.903613
156,-0.610000,45,27400,0,2026-03-18T00:43:11.913635
157,-1.320000,38,27416,0,2026-03-18T00:43:11.916637
158,1.190000,47,27488,0,2026-03-18T00:43:11.927647
159,0.840001,50,27568,0,2026-03-18T00:43:11.938672
160,1.210000,47,27592,0,2026-03-18T00:43:11.942676
161,-0.310000,45,27640,0,2026-03-18T00:43:11.949681
162,0.900001,50,27816,0,2026-03-18T00:43:11.975705
163,2.240000,53,27912,0,2026-03-18T00:43:11.989717
164,4.069999,64,27912,0,2026-03-18T00:43:11.989717
165,10.610000,74,27928,0,2026-03-18T00:43:11.992721
166,2.930001,50,27968,0,2026-03-18T00:43:11.999727
167,2.340000,55,28032,0,2026-03-18T00:43:12.008735
168,1.160007,2500,28160,0,2026-03-18T00:43:12.026752
169,-0.370000,43,28160,0,2026-03-18T00:43:12.026752
170,-1.260000,38,28216,0,2026-03-18T00:43:12.034758
171,-1.260000,37,28264,0,2026-03-18T00:43:12.041766
172,13.709999,85,28320,0,2026-03-18T00:43:12.050774
173,4.180000,53,28352,0,2026-03-18T00:43:12.055778
174,-0.430000,43,28376,0,2026-03-18T00:43:12.059782
175,-1.600000,38,28464,0,2026-03-18T00:43:12.073794
176,6.920000,75,28512,0,2026-03-18T00:43:12.080801
177,2.090000,54,28592,0,2026-03-18T00:43:12.093812
178,-1.690000,38,28624,0,2026-03-18T00:43:12.098817
179,-1.600000,39,28664,0,2026-03-18T00:43:12.104822
180,2.260000,55,28704,0,2026-03-18T00:43:12.426824
181,6.910000,67,28752,0,2026-03-18T00:43:12.436852
182,2.740000,50,28776,0,2026-03-18T00:43:12.441856
183,1.020000,48,28848,0,2026-03-18T00:43:12.454867
184,1.270000,46,28880,0,2026-03-18T00:43:12.461874
185,-1.060000,38,29008,0,2026-03-18T00:43:12.482893
186,-1.340000,38,29056,0,2026-03-18T00:43:12.490900
187,-1.250000,38,29080,0,2026-03-18T00:43:12.494904
188,3.370000,61,29080,0,2026-03-18T00:43:12.494904
189,2.250000,54,29096,0,2026-03-18T00:43:12.497923
190,8.480000,72,29200,0,2026-03-18T00:43:12.519926
191,15.699999,57,29304,0,2026-03-18T00:43:12.537944
192,2.510000,55,29320,0,2026-03-18T00:43:12.540945
193,-1.740000,38,29384,0,2026-03-18T00:43:12.553957
194,-1.560000,38,29384,0,2026-03-18T00:43:12.553957
195,-0.520000,46,29568,0,2026-03-18T00:43:12.582984
196,3.160000,65,29576,0,2026-03-18T00:43:12.583985
197,8.149999,73,29592,0,2026-03-18T00:43:12.586987
198,18.729996,68,29640,0,2026-03-18T00:43:12.594995
199,2.170000,54,29752,0,2026-03-18T00:43:12.613011
200,9.069999,74,29896,0,2026-03-18T00:43:12.638034
201,-1.340000,38,29944,0,2026-03-18T00:43:12.646041
202,6.099999,72,29960,0,2026-03-18T00:43:12.649044
203,-0.230000,46,29960,0,2026-03-18T00:43:12.649044
204,8.190001,76,29992,0,2026-03-18T00:43:12.655049
205,2.050000,53,30000,0,2026-03-18T00:43:12.657051
206,2.130000,58,30032,0,2026-03-18T00:43:12.663056
207,0.570000,49,30144,0,2026-03-18T00:43:12.681072
208,-1.460000,39,30272,0,2026-03-18T00:43:12.703093
209,-1.600000,38,30296,0,2026-03-18T00:43:12.707096
210,2.650000,55,30336,0,2026-03-18T00:43:12.714102
211,0.560000,47,30408,0,2026-03-18T00:43:12.727115
212,3.040000,52,30416,0,2026-03-18T00:43:12.728115
213,5.050000,60,30440,0,2026-03-18T00:43:12.733120
214,5.159999,65,30464,0,2026-03-18T00:43:12.737125
215,-0.760000,40,30592,0,2026-03-18T00:43:12.758143
216,-1.800000,38,30640,0,2026-03-18T00:43:12.766150
217,20.629995,70,30704,0,2026-03-18T00:43:12.777160
218,-1.370000,38,30744,0,2026-03-18T00:43:13.103579
219,2.850001,61,30784,0,2026-03-18T00:43:13.109581
220,2.750001,51,30872,0,2026-03-18T00:43:13.122593
221,6.670000,70,30968,0,2026-03-18T00:43:13.136606
222,-1.620000,38,31048,0,2026-03-18T00:43:13.151184
223,3.010000,51,31112,0,2026-03-18T00:43:13.160193
224,8.980000,70,31200,0,2026-03-18T00:43:13.172204
225,11.699999,80,31232,0,2026-03-18T00:43:13.177208
226,3.640000,57,31240,0,2026-03-18T00:43:13.178210
227,-1.510000,38,31272,0,2026-03-18T00:43:13.184215
228,4.850000,63,31376,0,2026-03-18T00:43:13.199228
229,-1.520000,39,31552,0,2026-03-18T00:43:13.223756
230,4.110000,57,31568,0,2026-03-18T00:43:13.226758
231,17.270000,65,31568,0,2026-03-18T00:43:13.226758
232,4.160000,57,31656,0,2026-03-18T00:43:13.238769
233,5.270000,65,31792,0,2026-03-18T00:43:13.256785
234,-1.430000,40,31888,0,2026-03-18T00:43:13.269797
235,-0.430000,46,31920,0,2026-03-18T00:43:13.274802
236,9.580000,72,31952,0,2026-03-18T00:43:13.279807
237,3.040000,50,32056,0,2026-03-18T00:43:13.294821
238,2.270000,53,32216,0,2026-03-18T00:43:13.316840
239,13.510001,83,32232,0,2026-03-18T00:43:13.319843
240,-1.460000,39,32368,0,2026-03-18T00:43:13.338860
241,17.250000,64,32400,0,2026-03-18T00:43:13.344865
242,-1.390000,38,32536,0,2026-03-18T00:43:13.362882
243,9.660000,73,32536,0,2026-03-18T00:43:13.362882
244,2.800001,50,32616,0,2026-03-18T00:43:13.375894
245,14.239999,92,32656,0,2026-03-18T00:43:13.381899
246,-1.740000,38,32704,0,2026-03-18T00:43:13.388906
247,6.899998,67,32904,0,2026-03-18T00:43:13.701884
248,3.730000,57,32992,0,2026-03-18T00:43:13.713895
249,2.200000,54,33048,0,2026-03-18T00:43:13.721902
250,3.120000,51,33112,0,2026-03-18T00:43:13.731912
251,26.369987,90,33256,0,2026-03-18T00:43:13.751930
252,9.699999,79,33288,0,2026-03-18T00:43:13.756934
253,2.830001,50,33304,0,2026-03-18T00:43:13.759937
254,2.040000,55,33432,0,2026-03-18T00:43:13.776953
255,4.040000,59,33584,0,2026-03-18T00:43:13.797972
256,8.190000,72,33624,0,2026-03-18T00:43:13.803977
257,2.830001,50,33656,0,2026-03-18T00:43:13.808914
258,0.410000,53,33728,0,2026-03-18T00:43:13.819925
259,4.329999,62,33784,0,2026-03-18T00:43:13.827932
260,-0.450000,45,33792,0,2026-03-18T00:43:13.829933
261,-1.230000,38,33960,0,2026-03-18T00:43:13.851953
262,2.570000,57,34040,0,2026-03-18T00:43:13.863964
263,1.560000,54,34056,0,2026-03-18T00:43:13.866471
264,3.200000,46,34096,0,2026-03-18T00:43:13.872477
265,0.950001,46,34152,0,2026-03-18T00:43:13.880484
266,-1.400000,38,34264,0,2026-03-18T00:43:13.896500
267,5.380000,60,34272,0,2026-03-18T00:43:13.898501
268,1.380000,60,34520,0,2026-03-18T00:43:13.932768
269,15.600000,57,34552,0,2026-03-18T00:43:13.937773
270,-1.190000,38,34576,0,2026-03-18T00:43:13.941777
271,0.950001,48,34648,0,2026-03-18T00:43:13.951786
272,-1.890000,38,34824,0,2026-03-18T00:43:14.271372
273,7.670000,88,34856,0,2026-03-18T00:43:14.277378
274,-1.170000,38,34880,0,2026-03-18T00:43:14.281381
275,5.379999,60,35032,0,2026-03-18T00:43:14.303401
276,-1.600000,38,35160,0,2026-03-18T00:43:14.322924
277,-0.230000,45,35184,0,2026-03-18T00:43:14.326928
278,-1.230000,38,35184,0,2026-03-18T00:43:14.326928
279,8.440000,70,35208,0,2026-03-18T00:43:14.329930
280,-1.310000,38,35488,0,2026-03-18T00:43:14.369967
281,-1.340000,38,35488,0,2026-03-18T00:43:14.369967
282,-1.590000,38,35512,0,2026-03-18T00:43:14.372970
283,5.250000,61,35648,0,2026-03-18T00:43:14.391987
284,-1.350000,38,35816,0,2026-03-18T00:43:14.418011
285,1.920001,52,35904,0,2026-03-18T00:43:14.429021
286,8.660000,78,36112,0,2026-03-18T00:43:14.458047
287,-1.710000,38,36120,0,2026-03-18T00:43:14.460049
288,3.090000,52,36320,0,2026-03-18T00:43:14.488075
289,10.600000,89,36360,0,2026-03-18T00:43:14.493078
290,1.940001,57,36576,0,2026-03-18T00:43:14.522612
291,3.320000,61,36600,0,2026-03-18T00:43:14.526616
292,-1.260000,38,36880,0,2026-03-18T00:43:14.849415
293,10.479999,76,36928,0,2026-03-18T00:43:14.856421
294,2.090000,56,37048,0,2026-03-18T00:43:14.873408
295,-1.280000,38,37232,0,2026-03-18T00:43:14.898476
296,3.390000,56,37328,0,2026-03-18T00:43:14.911072
297,15.679998,56,37496,0,2026-03-18T00:43:14.935092
298,-1.430000,39,37640,0,2026-03-18T00:43:14.954110
299,-0.540000,45,37856,0,2026-03-18T00:43:14.983156
300,-1.450000,39,37952,0,2026-03-18T00:43:14.997182
301,-1.620000,38,38160,0,2026-03-18T00:43:15.024238
302,8.159999,74,38544,0,2026-03-18T00:43:15.074281
303,14.110000,84,38832,0,2026-03-18T00:43:15.112360
304,-1.650000,38,38848,0,2026-03-18T00:43:15.115362
305,-1.300000,39,39144,0,2026-03-18T00:43:15.465890
306,1.830001,56,39296,0,2026-03-18T00:43:15.487910
307,-1.180000,38,39448,0,2026-03-18T00:43:15.507092
308,-1.540000,39,39608,0,2026-03-18T00:43:15.529112
309,5.340000,66,39976,0,2026-03-18T00:43:15.579157
310,5.489999,68,40152,0,2026-03-18T00:43:15.606182
311,-1.570000,38,40280,0,2026-03-18T00:43:15.628339
312,-1.430000,39,40464,0,2026-03-18T00:43:15.658366
313,-0.440000,40,40784,0,2026-03-18T00:43:15.730432
314,8.049997,82,40936,0,2026-03-18T00:43:15.759458
315,2.770001,50,41184,0,2026-03-18T00:43:16.115298
316,5.920000,56,41384,0,2026-03-18T00:43:16.147327
317,3.230000,52,41600,0,2026-03-18T00:43:16.178355
318,3.950000,64,41896,0,2026-03-18T00:43:16.217391
319,2.380000,53,42320,0,2026-03-18T00:43:16.269944
320,-0.340000,40,42640,0,2026-03-18T00:43:16.309484
321,4.500000,61,43128,0,2026-03-18T00:43:16.653562
322,-0.360000,40,43448,0,2026-03-18T00:43:16.694400
323,-1.090000,39,43760,0,2026-03-18T00:43:16.736944
324,-1.980000,38,44064,0,2026-03-18T00:43:16.778941
325,3.780000,57,44520,0,2026-03-18T00:43:16.836993
326,4.029999,60,45000,0,2026-03-18T00:43:16.899050
327,15.479999,56,45448,0,2026-03-18T00:43:17.257403
328,1.650000,48,45832,0,2026-03-18T00:43:17.307449
329,5.959999,60,46312,0,2026-03-18T00:43:17.376190
330,15.990001,57,46768,0,2026-03-18T00:43:17.436978
331,8.039999,82,47424,0,2026-03-18T00:43:17.839986
332,9.069999,65,47944,0,2026-03-18T00:43:17.916056
333,-1.510000,40,48264,0,2026-03-18T00:43:17.964099
334,-1.610000,39,48576,0,2026-03-18T00:43:18.009141
335,-1.330000,39,48888,0,2026-03-18T00:43:18.053081
336,8.699998,80,49528,0,2026-03-18T00:43:18.444000
337,-1.250000,38,49832,0,2026-03-18T00:43:18.486038
338,-0.230000,46,50200,0,2026-03-18T00:43:18.538085
339,11.829972,2500,50416,0,2026-03-18T00:43:18.571115
340,-1.090000,38,50504,0,2026-03-18T00:43:18.585129
341,-1.340000,38,50720,0,2026-03-18T00:43:18.616156
342,-1.120000,38,50808,0,2026-03-18T00:43:18.630169
343,13.189968,2500,51232,0,2026-03-18T00:43:18.985007
344,8.429999,70,51280,0,2026-03-18T00:43:18.992013
345,5.099999,69,51360,0,2026-03-18T00:43:19.004024
346,-1.530000,40,51552,0,2026-03-18T00:43:19.030901
347,0.830000,54,51712,0,2026-03-18T00:43:19.053922
348,3.210000,46,51728,0,2026-03-18T00:43:19.055924
349,-0.060000,40,52032,0,2026-03-18T00:43:19.097803
350,-1.660000,39,52040,0,2026-03-18T00:43:19.099805
351,11.459998,80,52192,0,2026-03-18T00:43:19.122825
352,15.690000,57,52488,0,2026-03-18T00:43:19.163369
353,24.459997,88,52744,0,2026-03-18T00:43:19.200402
354,-1.650000,38,52792,0,2026-03-18T00:43:19.206408
355,8.889999,82,52848,0,2026-03-18T00:43:19.214415
356,-1.370000,38,53048,0,2026-03-18T00:43:19.242440
357,-1.450000,38,53152,0,2026-03-18T00:43:19.257454
358,0.530000,48,53176,0,2026-03-18T00:43:19.261458
359,5.820000,60,53528,0,2026-03-18T00:43:19.636517
360,3.650000,57,53608,0,2026-03-18T00:43:19.648528
361,-1.070000,38,53832,0,2026-03-18T00:43:19.683559
362,8.139998,89,53888,0,2026-03-18T00:43:19.692567
363,1.300000,47,53984,0,2026-03-18T00:43:19.707140
364,12.449970,2500,54056,0,2026-03-18T00:43:19.718151
365,-1.070000,38,54136,0,2026-03-18T00:43:19.731162
366,-1.120000,38,54192,0,2026-03-18T00:43:19.740171
367,-1.560000,38,54288,0,2026-03-18T00:43:19.758186
368,2.060000,54,54488,0,2026-03-18T00:43:19.791216
369,-1.040000,38,54496,0,2026-03-18T00:43:19.793218
370,3.140000,51,54696,0,2026-03-18T00:43:19.823246
371,8.769998,74,54728,0,2026-03-18T00:43:19.828250
372,-0.380000,44,54848,0,2026-03-18T00:43:19.847268
373,-1.220000,38,55000,0,2026-03-18T00:43:19.869287
374,11.899968,2500,55032,0,2026-03-18T00:43:19.874292
375,3.569999,57,55184,0,2026-03-18T00:43:19.895311
376,12.759999,92,55224,0,2026-03-18T00:43:19.901317
377,8.589999,70,55408,0,2026-03-18T00:43:20.231616
378,1.610000,49,55424,0,2026-03-18T00:43:20.234619
379,-1.390000,39,55496,0,2026-03-18T00:43:20.244628
380,7.350000,72,55576,0,2026-03-18T00:43:20.256640
381,2.000000,54,55656,0,2026-03-18T00:43:20.267649
382,-1.180000,38,55800,0,2026-03-18T00:43:20.287668
383,2.300000,53,55848,0,2026-03-18T00:43:20.294673
384,1.140000,48,55960,0,2026-03-18T00:43:20.309687
385,8.419999,84,56080,0,2026-03-18T00:43:20.326702
386,-1.060000,38,56152,0,2026-03-18T00:43:20.337712
387,6.610000,64,56168,0,2026-03-18T00:43:20.340715
388,2.880001,51,56208,0,2026-03-18T00:43:20.346721
389,12.259969,2500,56360,0,2026-03-18T00:43:20.367187
390,2.750001,58,56424,0,2026-03-18T00:43:20.377196
391,-1.170000,38,56456,0,2026-03-18T00:43:20.382201
392,0.450000,48,56552,0,2026-03-18T00:43:20.396214
393,8.240000,71,56648,0,2026-03-18T00:43:20.410226
394,-1.130000,38,56760,0,2026-03-18T00:43:20.425240
395,7.629999,77,56824,0,2026-03-18T00:43:20.435249
396,-1.070000,38,56952,0,2026-03-18T00:43:20.453771
397,5.190000,75,56960,0,2026-03-18T00:43:20.454772
398,6.799997,75,57024,0,2026-03-18T00:43:20.464781
399,-1.460000,39,57072,0,2026-03-18T00:43:20.471172
400,13.279967,2500,57232,0,2026-03-18T00:43:20.493696
401,11.829999,86,57240,0,2026-03-18T00:43:20.495698
402,-0.220000,46,57320,0,2026-03-18T00:43:20.507709
403,5.569999,70,57384,0,2026-03-18T00:43:20.828783
404,2.820001,53,57496,0,2026-03-18T00:43:20.844797
405,6.009998,59,57496,0,2026-03-18T00:43:20.844797
406,-1.080000,38,57536,0,2026-03-18T00:43:20.851804
407,5.729999,72,57536,0,2026-03-18T00:43:20.851804
408,2.350000,53,57664,0,2026-03-18T00:43:20.870060
409,-1.040000,38,57688,0,2026-03-18T00:43:20.874065
410,3.300000,46,57688,0,2026-03-18T00:43:20.874065
411,-1.030000,38,57800,0,2026-03-18T00:43:20.891079
412,-1.280000,37,57960,0,2026-03-18T00:43:20.916102
413,2.590000,54,57968,0,2026-03-18T00:43:20.918104
414,1.130000,47,58064,0,2026-03-18T00:43:20.932117
415,8.939999,71,58064,0,2026-03-18T00:43:20.932117
416,-1.840000,38,58104,0,2026-03-18T00:43:20.939204
417,9.660000,87,58232,0,2026-03-18T00:43:20.958238
418,-1.290000,38,58272,0,2026-03-18T00:43:20.965259
419,15.130003,91,58416,0,2026-03-18T00:43:20.986309
420,6.690000,64,58472,0,2026-03-18T00:43:20.994334
421,2.470000,54,58536,0,2026-03-18T00:43:21.004353
422,2.810000,62,58560,0,2026-03-18T00:43:21.008356
423,-0.070000,45,58632,0,2026-03-18T00:43:21.018386
424,19.579998,76,58672,0,2026-03-18T00:43:21.025407
425,15.459998,57,58688,0,2026-03-18T00:43:21.027409
426,-1.060000,38,58776,0,2026-03-18T00:43:21.040445
427,4.139999,59,58888,0,2026-03-18T00:43:21.056697
428,2.710000,54,58992,0,2026-03-18T00:43:21.071978
429,3.529999,52,59048,0,2026-03-18T00:43:21.080986
430,2.660000,55,59128,0,2026-03-18T00:43:21.093715
431,7.310000,64,59184,0,2026-03-18T00:43:21.102723
432,9.409999,81,59184,0,2026-03-18T00:43:21.102723
433,-1.100000,38,59192,0,2026-03-18T00:43:21.103725
434,3.160000,51,59400,0,2026-03-18T00:43:21.427002
435,-0.430000,46,59416,0,2026-03-18T00:43:21.430005
436,-1.230000,38,59432,0,2026-03-18T00:43:21.433008
437,12.870001,88,59480,0,2026-03-18T00:43:21.441015
438,-1.290000,38,59488,0,2026-03-18T00:43:21.442016
439,-1.190000,38,59496,0,2026-03-18T00:43:21.444018
440,-1.060000,38,59736,0,2026-03-18T00:43:21.479050
441,10.440001,83,59848,0,2026-03-18T00:43:21.496066
442,-0.460000,46,59864,0,2026-03-18T00:43:21.498068
443,2.700000,67,59936,0,2026-03-18T00:43:21.509077
444,5.910000,57,59944,0,2026-03-18T00:43:21.510078
445,5.429999,61,59968,0,2026-03-18T00:43:21.515082
446,10.809998,73,60000,0,2026-03-18T00:43:21.520087
447,-1.050000,38,60152,0,2026-03-18T00:43:21.542108
448,-0.620000,43,60208,0,2026-03-18T00:43:21.551115
449,-1.020000,38,60240,0,2026-03-18T00:43:21.556402
450,-1.070000,38,60272,0,2026-03-18T00:43:21.562407
451,8.069999,76,60344,0,2026-03-18T00:43:21.572416
452,11.249999,81,60592,0,2026-03-18T00:43:21.609449
453,-1.190000,38,60648,0,2026-03-18T00:43:21.616456
454,3.460000,52,60656,0,2026-03-18T00:43:21.618458
455,8.389999,81,60800,0,2026-03-18T00:43:21.637475
456,6.909999,68,60816,0,2026-03-18T00:43:21.640477
457,-1.290000,38,60952,0,2026-03-18T00:43:21.661497
458,-1.200000,38,61104,0,2026-03-18T00:43:21.683518
