episode,episode_reward,episode_steps,timesteps,fps,timestamp
49,-1.000000,37,3104,0,2026-03-17T22:14:08.969221
50,-1.000000,38,3120,0,2026-03-17T22:14:08.971751
51,9.000000,64,3152,0,2026-03-17T22:14:08.977754
52,24.000000,83,3312,0,2026-03-17T22:14:09.003960
53,-1.000000,38,3408,0,2026-03-17T22:14:09.021288
54,2.000000,47,3416,0,2026-03-17T22:14:09.023290
55,3.000000,55,3464,0,2026-03-17T22:14:09.031702
56,17.000000,56,3568,0,2026-03-17T22:14:09.048588
57,4.000000,62,3648,0,2026-03-17T22:14:09.061883
58,-1.000000,37,3704,0,2026-03-17T22:14:09.073565
59,1.000000,51,3720,0,2026-03-17T22:14:09.076568
60,3.000000,55,3856,0,2026-03-17T22:14:09.102078
61,-1.000000,38,3952,0,2026-03-17T22:14:09.120777
62,-1.000000,38,4008,0,2026-03-17T22:14:09.131724
63,9.000000,63,4072,0,2026-03-17T22:14:09.142851
64,2.000000,50,4120,0,2026-03-17T22:14:09.471598
65,-1.000000,38,4256,0,2026-03-17T22:14:09.493940
66,5.000000,52,4272,0,2026-03-17T22:14:09.496911
67,0.000000,45,4368,0,2026-03-17T22:14:09.513384
68,-1.000000,39,4384,0,2026-03-17T22:14:09.516386
69,-1.000000,38,4424,0,2026-03-17T22:14:09.523706
70,-1.000000,38,4728,0,2026-03-17T22:14:09.571950
71,7.000000,60,4752,0,2026-03-17T22:14:09.576046
72,10.000000,66,4784,0,2026-03-17T22:14:09.580050
73,7.000000,82,5024,0,2026-03-17T22:14:09.614915
74,-1.000000,38,5032,0,2026-03-17T22:14:09.617043
75,0.000000,46,5152,0,2026-03-17T22:14:09.634427
76,3.000000,54,5184,0,2026-03-17T22:14:09.639697
77,-1.000000,38,5336,0,2026-03-17T22:14:09.663033
78,-1.000000,38,5456,0,2026-03-17T22:14:09.682638
79,-1.000000,38,5488,0,2026-03-17T22:14:09.687641
80,3.000000,62,5520,0,2026-03-17T22:14:09.692995
81,-1.000000,38,5640,0,2026-03-17T22:14:09.711832
82,-1.000000,37,5784,0,2026-03-17T22:14:09.732839
83,0.000000,46,5888,0,2026-03-17T22:14:09.748413
84,-1.000000,38,5944,0,2026-03-17T22:14:09.756518
85,6.000000,63,5960,0,2026-03-17T22:14:09.759697
86,-1.000000,38,6088,0,2026-03-17T22:14:09.779190
87,2.000000,48,6272,0,2026-03-17T22:14:10.123919
88,2.000000,48,6328,0,2026-03-17T22:14:10.133037
89,3.000000,56,6536,0,2026-03-17T22:14:10.163907
90,7.000000,60,6808,0,2026-03-17T22:14:10.205819
91,9.000000,82,6928,0,2026-03-17T22:14:10.223441
92,9.000000,82,6984,0,2026-03-17T22:14:10.232500
93,6.000000,64,7048,0,2026-03-17T22:14:10.243974
94,-1.000000,38,7288,0,2026-03-17T22:14:10.283071
95,0.000000,46,7296,0,2026-03-17T22:14:10.284614
