episode,episode_reward,episode_steps,timesteps,fps,timestamp
1,-1.000000,37,304,0,2026-03-17T22:37:14.288441
2,-1.000000,39,320,0,2026-03-17T22:37:14.292444
3,4.000000,46,376,0,2026-03-17T22:37:14.301453
4,2.000000,47,384,0,2026-03-17T22:37:14.303454
5,4.000000,50,408,0,2026-03-17T22:37:14.307458
6,11.000000,80,648,0,2026-03-17T22:37:14.342191
7,1.000000,48,688,0,2026-03-17T22:37:14.354118
8,-1.000000,38,712,0,2026-03-17T22:37:14.355456
9,3.000000,55,760,0,2026-03-17T22:37:14.355456
10,5.000000,53,808,0,2026-03-17T22:37:14.369131
11,5.000000,58,840,0,2026-03-17T22:37:14.369131
12,5.000000,64,888,0,2026-03-17T22:37:14.381882
13,-1.000000,38,952,0,2026-03-17T22:37:14.395492
14,0.000000,40,1080,0,2026-03-17T22:37:14.408633
15,-1.000000,37,1184,0,2026-03-17T22:37:14.421918
16,4.000000,51,1216,0,2026-03-17T22:37:14.434680
17,2.000000,49,1232,0,2026-03-17T22:37:14.435477
18,4.000000,69,1240,0,2026-03-17T22:37:14.435477
19,-1.000000,37,1248,0,2026-03-17T22:37:14.435477
20,-1.000000,37,1376,0,2026-03-17T22:37:14.460814
21,3.000000,54,1384,0,2026-03-17T22:37:14.462151
22,-1.000000,38,1536,0,2026-03-17T22:37:14.487516
23,-1.000000,38,1544,0,2026-03-17T22:37:14.489248
24,0.000000,43,1560,0,2026-03-17T22:37:14.489248
25,0.000000,40,1568,0,2026-03-17T22:37:14.489248
26,-1.000000,38,1680,0,2026-03-17T22:37:14.511451
27,-1.000000,38,1688,0,2026-03-17T22:37:14.511451
28,5.000000,65,1760,0,2026-03-17T22:37:14.516598
29,8.000000,80,1824,0,2026-03-17T22:37:14.529486
30,-1.000000,38,1840,0,2026-03-17T22:37:14.529486
31,-1.000000,39,1856,0,2026-03-17T22:37:14.542427
32,-1.000000,38,1872,0,2026-03-17T22:37:14.543386
33,0.000000,40,2008,0,2026-03-17T22:37:14.569388
34,6.000000,61,2048,0,2026-03-17T22:37:14.569388
35,1.000000,48,2064,0,2026-03-17T22:37:14.888151
36,-1.000000,39,2136,0,2026-03-17T22:37:14.901544
37,-1.000000,38,2144,0,2026-03-17T22:37:14.901544
38,-1.000000,39,2184,0,2026-03-17T22:37:14.911549
39,6.000000,65,2280,0,2026-03-17T22:37:14.928976
40,2.000000,55,2296,0,2026-03-17T22:37:14.933207
41,-1.000000,38,2352,0,2026-03-17T22:37:14.943310
42,2.000000,48,2392,0,2026-03-17T22:37:14.943310
43,0.000000,40,2464,0,2026-03-17T22:37:14.960713
44,4.000000,46,2504,0,2026-03-17T22:37:14.970699
45,5.000000,60,2544,0,2026-03-17T22:37:14.978708
46,4.000000,46,2552,0,2026-03-17T22:37:14.979708
47,-1.000000,38,2584,0,2026-03-17T22:37:14.986715
48,17.000000,58,2760,0,2026-03-17T22:37:15.019772
49,-1.000000,38,2768,0,2026-03-17T22:37:15.022030
50,-1.000000,38,2856,0,2026-03-17T22:37:15.034761
51,6.000000,69,2904,0,2026-03-17T22:37:15.034761
52,2.000000,47,2920,0,2026-03-17T22:37:15.048167
53,3.000000,54,2936,0,2026-03-17T22:37:15.048167
54,2.000000,48,2968,0,2026-03-17T22:37:15.048167
55,0.000000,41,3096,0,2026-03-17T22:37:15.075042
56,-1.000000,37,3152,0,2026-03-17T22:37:15.080545
57,-1.000000,38,3208,0,2026-03-17T22:37:15.088132
58,-1.000000,37,3232,0,2026-03-17T22:37:15.088132
59,0.000000,47,3344,0,2026-03-17T22:37:15.114777
60,11.000000,75,3360,0,2026-03-17T22:37:15.119782
61,5.000000,60,3400,0,2026-03-17T22:37:15.128999
62,0.000000,44,3584,0,2026-03-17T22:37:15.154823
63,2.000000,55,3592,0,2026-03-17T22:37:15.154823
64,-1.000000,38,3664,0,2026-03-17T22:37:15.168181
65,14.000000,72,3672,0,2026-03-17T22:37:15.168181
66,2.000000,48,3728,0,2026-03-17T22:37:15.182361
67,12.000000,74,3800,0,2026-03-17T22:37:15.182361
68,-1.000000,38,3888,0,2026-03-17T22:37:15.208111
69,-1.000000,40,3912,0,2026-03-17T22:37:15.208111
70,1.000000,47,4048,0,2026-03-17T22:37:15.221435
71,0.000000,40,4120,0,2026-03-17T22:37:15.555000
72,5.000000,58,4128,0,2026-03-17T22:37:15.555000
73,1.000000,48,4272,0,2026-03-17T22:37:15.568275
74,7.000000,72,4304,0,2026-03-17T22:37:15.581693
75,5.000000,66,4440,0,2026-03-17T22:37:15.608397
76,2.000000,48,4504,0,2026-03-17T22:37:15.621061
77,-1.000000,37,4568,0,2026-03-17T22:37:15.633503
