episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
1,5.230001,535,4280,0,2026-03-23T18:09:41.914066,30043
2,6.710002,587,4696,0,2026-03-23T18:09:41.942668,60043
3,23.030003,632,5056,0,2026-03-23T18:09:41.966705,50043
4,12.140002,766,6128,0,2026-03-23T18:09:42.037276,20043
5,12.360002,772,6176,0,2026-03-23T18:09:42.184778,40043
6,12.600001,778,6224,0,2026-03-23T18:09:42.188419,43
7,12.470002,810,6480,0,2026-03-23T18:09:42.206554,70043
8,5.500001,429,8488,0,2026-03-23T18:09:42.493051,50044
9,6.990001,574,8872,0,2026-03-23T18:09:42.519187,30044
10,21.839998,561,9184,0,2026-03-23T18:09:42.540118,60044
11,7.310001,585,10808,0,2026-03-23T18:09:42.791339,20044
12,7.550001,617,13808,0,2026-03-23T18:09:43.124509,30045
13,18.990002,519,14960,0,2026-03-23T18:09:43.341801,20045
14,31.279999,800,15584,0,2026-03-23T18:09:43.382098,60045
15,1.980000,369,17912,0,2026-03-23T18:09:43.669854,20046
16,2.950015,2500,20000,0,2026-03-23T18:09:43.939264,10043
17,21.360001,594,22664,0,2026-03-23T18:09:44.381257,20047
18,9.980001,649,25192,0,2026-03-23T18:09:44.673892,10044
19,1.820014,2500,26176,0,2026-03-23T18:09:44.734541,40044
20,-0.559989,2500,26224,0,2026-03-23T18:09:44.737913,44
21,0.530012,2500,26480,0,2026-03-23T18:09:44.754834,70044
22,15.340019,2500,28488,0,2026-03-23T18:09:45.131554,50045
23,11.120004,786,28952,0,2026-03-23T18:09:45.307217,20048
24,3.700000,436,29664,0,2026-03-23T18:09:45.355606,40045
25,10.300001,641,31352,0,2026-03-23T18:09:45.607940,45
26,0.910000,301,31360,0,2026-03-23T18:09:45.608752,20049
27,21.729967,2500,33808,0,2026-03-23T18:09:45.960422,30046
28,5.850000,391,34480,0,2026-03-23T18:09:46.006940,46
29,2.700000,422,34736,0,2026-03-23T18:09:46.025002,20050
30,4.280016,2500,35584,0,2026-03-23T18:09:46.231005,60046
31,22.230001,623,38792,0,2026-03-23T18:09:46.577755,30047
32,4.790001,555,39176,0,2026-03-23T18:09:46.756549,20051
33,4.360000,494,39536,0,2026-03-23T18:09:46.781733,60047
34,3.460001,446,42360,0,2026-03-23T18:09:47.118396,30048
35,4.490001,524,43728,0,2026-03-23T18:09:47.361573,60048
36,11.320001,687,44672,0,2026-03-23T18:09:47.424509,20052
37,-1.609989,2500,45192,0,2026-03-23T18:09:47.618038,10045
38,4.870001,489,46272,0,2026-03-23T18:09:47.688676,30049
39,17.490011,2500,46480,0,2026-03-23T18:09:47.702868,70045
40,0.740000,369,46680,0,2026-03-23T18:09:47.717859,60049
41,15.110020,2500,48488,0,2026-03-23T18:09:47.989816,50046
42,0.800013,2500,49664,0,2026-03-23T18:09:48.220726,40046
43,3.550000,441,50008,0,2026-03-23T18:10:11.264923,70046
44,25.200008,684,50144,0,2026-03-23T18:10:11.350966,20053
45,7.900001,513,50784,0,2026-03-23T18:10:11.486878,60050
46,23.349998,683,51736,0,2026-03-23T18:10:11.874829,30050
47,6.690001,551,52896,0,2026-03-23T18:10:11.966141,50047
48,6.200000,383,53072,0,2026-03-23T18:10:11.979467,70047
49,-0.819989,2500,54480,0,2026-03-23T18:10:12.237070,47
50,7.070002,644,54816,0,2026-03-23T18:10:12.261683,40047
51,21.360003,599,54936,0,2026-03-23T18:10:12.275374,20054
52,5.830001,537,55080,0,2026-03-23T18:10:12.287734,60051
53,9.160002,636,56824,0,2026-03-23T18:10:12.560003,30051
54,5.950000,383,57880,0,2026-03-23T18:10:12.803783,40048
55,9.890001,702,58512,0,2026-03-23T18:10:12.849316,50048
56,21.570000,613,59984,0,2026-03-23T18:10:13.096560,60052
57,19.840000,483,60688,0,2026-03-23T18:10:13.142689,30052
58,11.150002,747,60912,0,2026-03-23T18:10:13.156660,20055
59,1.730000,360,63568,0,2026-03-23T18:10:13.629328,30053
60,2.750018,2500,65192,0,2026-03-23T18:10:13.733601,10046
61,14.330002,806,67360,0,2026-03-23T18:10:14.014715,20056
62,29.320005,776,69776,0,2026-03-23T18:10:14.459001,30054
63,2.070000,341,70088,0,2026-03-23T18:10:14.479189,20057
64,7.630002,639,70304,0,2026-03-23T18:10:14.492163,10047
65,14.040018,2500,73072,0,2026-03-23T18:10:14.815182,70048
66,16.150023,2500,74480,0,2026-03-23T18:10:15.052704,48
67,10.870002,760,76168,0,2026-03-23T18:10:15.304494,20058
68,0.330013,2500,77880,0,2026-03-23T18:10:15.555482,40049
69,19.849993,2500,78512,0,2026-03-23T18:10:15.596970,50049
70,1.180000,343,78912,0,2026-03-23T18:10:15.622964,20059
71,-1.680000,183,79344,0,2026-03-23T18:10:15.650736,40050
72,-0.099987,2500,79984,0,2026-03-23T18:10:15.840596,60053
73,26.660004,729,80312,0,2026-03-23T18:10:15.862558,49
74,-1.680000,183,81448,0,2026-03-23T18:10:15.936706,60054
75,6.850001,585,83592,0,2026-03-23T18:10:16.219984,20060
76,6.990002,608,85176,0,2026-03-23T18:10:16.467452,50
77,2.030000,354,86424,0,2026-03-23T18:10:16.693153,20061
78,6.230001,626,86456,0,2026-03-23T18:10:16.695465,60055
79,-1.580000,190,87976,0,2026-03-23T18:10:16.793810,60056
80,1.020000,315,88944,0,2026-03-23T18:10:17.035283,20062
81,17.300007,2500,89776,0,2026-03-23T18:10:17.094953,30055
82,20.820002,597,89952,0,2026-03-23T18:10:17.109435,51
83,15.800018,2500,90304,0,2026-03-23T18:10:17.288555,10048
84,1.420000,355,90816,0,2026-03-23T18:10:17.323676,60057
85,-1.530000,185,91256,0,2026-03-23T18:10:17.352890,30056
86,7.980015,2500,93072,0,2026-03-23T18:10:17.617829,70049
87,2.510000,439,93816,0,2026-03-23T18:10:17.666031,10049
88,6.550001,553,95680,0,2026-03-23T18:10:17.930262,30057
89,29.469896,2500,98512,0,2026-03-23T18:10:18.416835,50050
90,9.350014,2500,99344,0,2026-03-23T18:10:18.468918,40051
91,10.190001,728,99640,0,2026-03-23T18:10:18.487229,10050
