episode,episode_reward,episode_steps,timesteps,fps,timestamp
283,12.979997,693,236688,0,2026-03-23T16:57:58.934873
284,4.930000,404,236744,0,2026-03-23T16:57:58.938691
285,7.350001,411,237128,0,2026-03-23T16:57:58.963639
286,23.990005,2500,237880,0,2026-03-23T16:57:59.166227
287,-0.290000,190,238264,0,2026-03-23T16:57:59.193229
288,-0.240000,187,239376,0,2026-03-23T16:57:59.270701
289,8.490000,418,239800,0,2026-03-23T16:57:59.460773
290,7.070000,531,241376,0,2026-03-23T16:57:59.568180
291,9.470001,428,241688,0,2026-03-23T16:57:59.752268
292,-0.440000,175,243088,0,2026-03-23T16:57:59.841430
293,11.099998,601,244608,0,2026-03-23T16:58:00.084979
294,12.839998,666,244704,0,2026-03-23T16:58:00.091066
295,19.439999,2500,247400,0,2026-03-23T16:58:00.445072
296,9.000000,425,248104,0,2026-03-23T16:58:00.643831
297,10.449999,615,249528,0,2026-03-23T16:58:00.732156
298,5.960000,384,252600,0,2026-03-23T16:58:01.211257
299,13.410000,660,252680,0,2026-03-23T16:58:01.216118
300,18.089998,2500,253544,0,2026-03-23T16:58:01.265710
301,15.219997,694,253656,0,2026-03-23T16:58:01.272412
302,-0.290000,189,255056,0,2026-03-23T16:58:01.501993
303,19.040003,2500,256088,0,2026-03-23T16:58:01.712155
304,19.569998,2500,256688,0,2026-03-23T16:58:01.751952
305,7.870000,523,256784,0,2026-03-23T16:58:01.758359
306,7.530001,388,258160,0,2026-03-23T16:58:01.999893
307,13.610000,697,258256,0,2026-03-23T16:58:02.006380
308,-0.240000,186,258272,0,2026-03-23T16:58:02.007674
309,18.550001,801,260064,0,2026-03-23T16:58:02.121053
310,32.740005,2500,261376,0,2026-03-23T16:58:02.353546
311,7.330000,495,262232,0,2026-03-23T16:58:02.563450
312,12.219999,528,262480,0,2026-03-23T16:58:02.580272
313,23.150000,2500,263088,0,2026-03-23T16:58:02.620496
314,7.730000,386,263152,0,2026-03-23T16:58:02.625144
315,11.550000,502,265392,0,2026-03-23T16:58:02.921882
316,13.829999,499,266472,0,2026-03-23T16:58:03.142965
317,11.200000,484,267024,0,2026-03-23T16:58:03.176043
318,11.209998,616,268016,0,2026-03-23T16:58:03.234044
319,9.639999,466,271744,0,2026-03-23T16:58:03.778183
320,18.110001,823,271976,0,2026-03-23T16:58:03.792776
321,13.539998,697,272600,0,2026-03-23T16:58:03.985134
322,7.730000,372,274952,0,2026-03-23T16:58:04.292577
323,8.490000,389,275712,0,2026-03-23T16:58:04.336665
324,11.100000,500,275744,0,2026-03-23T16:58:04.338767
325,20.099998,2500,276088,0,2026-03-23T16:58:04.359013
326,19.400000,2500,276688,0,2026-03-23T16:58:04.543482
327,20.279997,2500,278160,0,2026-03-23T16:58:04.642385
328,-0.610000,193,278232,0,2026-03-23T16:58:04.647617
329,8.570001,594,279704,0,2026-03-23T16:58:04.897589
330,10.400000,475,279888,0,2026-03-23T16:58:04.909788
331,18.780001,748,281728,0,2026-03-23T16:58:05.179479
332,0.720000,255,281744,0,2026-03-23T16:58:05.180762
333,8.419999,470,281920,0,2026-03-23T16:58:05.191992
334,23.389997,2500,282232,0,2026-03-23T16:58:05.211685
335,7.450000,510,282312,0,2026-03-23T16:58:05.217109
336,6.980000,387,284840,0,2026-03-23T16:58:05.678581
337,10.490000,678,285312,0,2026-03-23T16:58:05.710245
338,8.380000,393,285376,0,2026-03-23T16:58:05.714612
339,13.920000,493,286256,0,2026-03-23T16:58:05.773199
340,19.599998,2500,286472,0,2026-03-23T16:58:05.788590
341,9.799999,621,286888,0,2026-03-23T16:58:05.968646
342,15.309998,678,287152,0,2026-03-23T16:58:05.988730
343,7.780001,391,288504,0,2026-03-23T16:58:06.083210
344,9.390000,432,289712,0,2026-03-23T16:58:06.360588
345,6.760000,378,289912,0,2026-03-23T16:58:06.376828
346,-0.390000,185,289984,0,2026-03-23T16:58:06.383804
347,9.500000,604,290144,0,2026-03-23T16:58:06.394539
348,13.129997,677,290256,0,2026-03-23T16:58:06.401726
349,10.420000,478,290976,0,2026-03-23T16:58:06.605283
350,-0.240000,189,292488,0,2026-03-23T16:58:06.707905
351,11.760000,452,293600,0,2026-03-23T16:58:06.937348
352,9.520000,498,293896,0,2026-03-23T16:58:06.956360
353,9.999999,626,294720,0,2026-03-23T16:58:07.009811
354,8.970001,574,294736,0,2026-03-23T16:58:07.011187
355,10.349999,600,295056,0,2026-03-23T16:58:07.176358
356,19.679998,2500,295712,0,2026-03-23T16:58:07.222687
357,11.949998,697,298064,0,2026-03-23T16:58:07.532026
358,10.210000,626,298904,0,2026-03-23T16:58:07.586972
359,10.300001,530,298960,0,2026-03-23T16:58:07.591584
360,9.669999,549,299128,0,2026-03-23T16:58:07.752636
361,7.650000,550,299456,0,2026-03-23T16:58:07.774880
362,17.279999,802,300016,0,2026-03-23T16:58:07.817289
