episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
1,-1.440000,161,1288,0,2026-03-23T18:16:43.084269,10043
2,-1.440000,162,1296,0,2026-03-23T18:16:43.085288,43
3,-1.440000,162,1296,0,2026-03-23T18:16:43.085294,20043
4,-1.440000,162,1296,0,2026-03-23T18:16:43.085296,30043
5,-1.440000,162,1296,0,2026-03-23T18:16:43.085298,40043
6,-1.440000,162,1296,0,2026-03-23T18:16:43.085299,50043
7,-1.440000,162,1296,0,2026-03-23T18:16:43.085301,60043
8,-1.440000,162,1296,0,2026-03-23T18:16:43.085302,70043
9,-1.440000,161,2584,0,2026-03-23T18:16:43.363146,60044
10,-1.440000,162,2592,0,2026-03-23T18:16:43.364122,20044
11,-1.440000,162,2592,0,2026-03-23T18:16:43.364127,50044
12,-1.440000,162,2592,0,2026-03-23T18:16:43.364129,70044
13,-1.440000,163,2600,0,2026-03-23T18:16:43.365008,44
14,-1.490000,164,2600,0,2026-03-23T18:16:43.365013,10044
15,-1.440000,163,2600,0,2026-03-23T18:16:43.365015,30044
16,-1.440000,163,2600,0,2026-03-23T18:16:43.365017,40044
17,-1.440000,161,3888,0,2026-03-23T18:16:43.457719,40045
18,-1.440000,163,3888,0,2026-03-23T18:16:43.457727,60045
19,-1.440000,162,3888,0,2026-03-23T18:16:43.457729,70045
20,-1.440000,163,3896,0,2026-03-23T18:16:43.458664,20045
21,-1.440000,163,3896,0,2026-03-23T18:16:43.458669,50045
22,-1.440000,163,3904,0,2026-03-23T18:16:43.459479,45
23,-1.440000,163,3904,0,2026-03-23T18:16:43.459484,10045
24,-1.440000,163,3904,0,2026-03-23T18:16:43.459486,30045
25,-1.440000,161,5176,0,2026-03-23T18:16:43.716781,40046
26,-1.440000,162,5184,0,2026-03-23T18:16:43.717766,70046
27,-1.440000,163,5200,0,2026-03-23T18:16:43.719423,20046
28,-1.440000,164,5200,0,2026-03-23T18:16:43.719430,60046
29,-1.440000,163,5208,0,2026-03-23T18:16:43.720355,46
30,-1.440000,163,5208,0,2026-03-23T18:16:43.720359,10046
31,-1.440000,163,5208,0,2026-03-23T18:16:43.720361,30046
32,-1.440000,164,5208,0,2026-03-23T18:16:43.720363,50046
33,-1.440000,162,6472,0,2026-03-23T18:16:43.979959,40047
34,-1.440000,161,6496,0,2026-03-23T18:16:43.982325,47
35,-1.440000,164,6496,0,2026-03-23T18:16:43.982332,70047
36,-1.440000,163,6504,0,2026-03-23T18:16:43.983345,20047
37,-1.440000,163,6504,0,2026-03-23T18:16:43.983350,60047
38,-1.440000,163,6512,0,2026-03-23T18:16:43.984184,10047
39,-1.440000,163,6512,0,2026-03-23T18:16:43.984190,50047
40,-1.440000,164,6520,0,2026-03-23T18:16:43.985431,30047
41,-1.440000,159,7784,0,2026-03-23T18:16:44.084704,10048
42,-0.240000,165,7792,0,2026-03-23T18:16:44.086029,40048
43,-1.440000,163,7800,0,2026-03-23T18:16:44.086776,70048
44,-1.440000,163,7808,0,2026-03-23T18:16:44.087558,20048
45,-1.440000,163,7808,0,2026-03-23T18:16:44.087563,60048
46,-0.240000,165,7816,0,2026-03-23T18:16:44.088370,48
47,-1.440000,162,7816,0,2026-03-23T18:16:44.088375,30048
48,-1.440000,164,7824,0,2026-03-23T18:16:44.089120,50048
49,-1.440000,163,9088,0,2026-03-23T18:16:44.361920,10049
50,-1.440000,164,9104,0,2026-03-23T18:16:44.363366,40049
51,-1.440000,163,9104,0,2026-03-23T18:16:44.363371,70049
52,-1.440000,162,9112,0,2026-03-23T18:16:44.364158,49
53,-1.440000,163,9112,0,2026-03-23T18:16:44.364164,60049
54,-1.440000,164,9120,0,2026-03-23T18:16:44.364926,20049
55,-1.440000,163,9120,0,2026-03-23T18:16:44.364929,30049
56,-1.440000,163,9128,0,2026-03-23T18:16:44.365587,50049
57,-1.440000,163,10392,0,2026-03-23T18:16:44.632688,10050
58,-1.440000,162,10400,0,2026-03-23T18:16:44.633681,40050
59,-1.440000,164,10416,0,2026-03-23T18:16:44.635252,70050
60,-1.440000,164,10424,0,2026-03-23T18:16:44.636380,50
61,-1.440000,163,10424,0,2026-03-23T18:16:44.636386,20050
62,-1.440000,163,10424,0,2026-03-23T18:16:44.636388,30050
63,-1.440000,164,10424,0,2026-03-23T18:16:44.636391,60050
64,-1.440000,163,10432,0,2026-03-23T18:16:44.637255,50050
65,-1.440000,163,11696,0,2026-03-23T18:16:44.736679,10051
66,-1.440000,162,11696,0,2026-03-23T18:16:44.736687,40051
67,-1.440000,162,11720,0,2026-03-23T18:16:44.738651,20051
68,-1.440000,163,11728,0,2026-03-23T18:16:44.739490,30051
69,-1.440000,164,11728,0,2026-03-23T18:16:44.739496,70051
70,-1.440000,164,11736,0,2026-03-23T18:16:44.740355,51
71,-1.440000,163,11736,0,2026-03-23T18:16:44.740359,50051
72,-1.440000,164,11736,0,2026-03-23T18:16:44.740361,60051
73,-1.440000,163,13000,0,2026-03-23T18:16:45.012268,10052
74,-1.440000,163,13000,0,2026-03-23T18:16:45.012277,40052
75,-1.440000,162,13032,0,2026-03-23T18:16:45.015063,60052
76,-1.440000,163,13040,0,2026-03-23T18:16:45.015885,52
77,-0.240000,165,13040,0,2026-03-23T18:16:45.015890,20052
78,-1.440000,164,13040,0,2026-03-23T18:16:45.015892,30052
79,-1.440000,163,13040,0,2026-03-23T18:16:45.015894,50052
80,-0.240000,165,13048,0,2026-03-23T18:16:45.016650,70052
81,-1.440000,163,14304,0,2026-03-23T18:16:45.107941,10053
82,-1.440000,164,14312,0,2026-03-23T18:16:45.108811,40053
83,-1.440000,163,14344,0,2026-03-23T18:16:45.261496,50053
84,-1.440000,164,14344,0,2026-03-23T18:16:45.261503,60053
85,-1.440000,164,14352,0,2026-03-23T18:16:45.262452,53
86,-1.440000,164,14352,0,2026-03-23T18:16:45.262457,20053
87,-0.240000,165,14360,0,2026-03-23T18:16:45.263283,30053
88,-1.440000,164,14360,0,2026-03-23T18:16:45.263287,70053
89,-1.440000,163,15608,0,2026-03-23T18:16:45.349741,10054
90,-1.440000,163,15616,0,2026-03-23T18:16:45.350659,40054
91,-1.440000,163,15656,0,2026-03-23T18:16:45.353625,54
92,-1.440000,164,15656,0,2026-03-23T18:16:45.353631,50054
93,-1.440000,164,15664,0,2026-03-23T18:16:45.354428,20054
94,-0.240000,165,15664,0,2026-03-23T18:16:45.354433,60054
95,-1.440000,164,15672,0,2026-03-23T18:16:45.355212,30054
96,-1.440000,164,15672,0,2026-03-23T18:16:45.355217,70054
97,-0.240000,165,16928,0,2026-03-23T18:16:45.593900,10055
98,-1.440000,164,16928,0,2026-03-23T18:16:45.593908,40055
99,-1.440000,164,16968,0,2026-03-23T18:16:45.597226,55
100,-1.440000,164,16976,0,2026-03-23T18:16:45.598119,20055
101,-0.240000,165,16976,0,2026-03-23T18:16:45.598124,50055
102,-1.440000,164,16984,0,2026-03-23T18:16:45.598931,70055
103,-0.240000,165,16992,0,2026-03-23T18:16:45.599781,30055
104,-0.240000,166,16992,0,2026-03-23T18:16:45.599786,60055
105,-1.440000,163,18232,0,2026-03-23T18:16:45.693906,10056
106,-1.440000,164,18240,0,2026-03-23T18:16:45.695048,40056
107,-0.240000,165,18288,0,2026-03-23T18:16:45.699906,56
108,-0.240000,165,18296,0,2026-03-23T18:16:45.700966,20056
109,-0.240000,165,18296,0,2026-03-23T18:16:45.700972,50056
110,-0.240000,165,18312,0,2026-03-23T18:16:45.702507,30056
111,-0.240000,166,18312,0,2026-03-23T18:16:45.702512,70056
112,-0.240000,166,18320,0,2026-03-23T18:16:45.703356,60056
113,-0.240000,165,19552,0,2026-03-23T18:16:45.949000,10057
114,-0.240000,165,19560,0,2026-03-23T18:16:45.949874,40057
