episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
1,5.880001,505,4040,0,2026-03-23T18:04:20.355642,50043
2,6.230001,541,4328,0,2026-03-23T18:04:20.522148,30043
3,6.070002,587,4696,0,2026-03-23T18:04:20.546327,60043
4,11.690002,766,6128,0,2026-03-23T18:04:20.640720,20043
5,12.850002,773,6184,0,2026-03-23T18:04:20.797616,40043
6,12.880001,778,6224,0,2026-03-23T18:04:20.800625,43
7,12.710002,808,6464,0,2026-03-23T18:04:20.816950,70043
8,5.450001,429,7472,0,2026-03-23T18:04:20.884613,50044
9,2.070000,352,7512,0,2026-03-23T18:04:20.887608,60044
10,6.750000,574,8920,0,2026-03-23T18:04:21.125177,30044
11,7.600001,585,10808,0,2026-03-23T18:04:21.394312,20044
12,7.750001,618,13864,0,2026-03-23T18:04:21.735570,30045
13,30.980003,801,13920,0,2026-03-23T18:04:21.739173,60045
14,19.040001,520,14968,0,2026-03-23T18:04:21.944747,20045
15,21.130001,538,18168,0,2026-03-23T18:04:22.298858,30046
16,3.620016,2500,20000,0,2026-03-23T18:04:22.559149,10043
17,23.969999,628,23192,0,2026-03-23T18:04:23.054520,30047
18,4.740001,564,24512,0,2026-03-23T18:04:23.136586,10044
19,2.290014,2500,26184,0,2026-03-23T18:04:23.383888,40044
20,1.000013,2500,26224,0,2026-03-23T18:04:23.386622,44
21,2.130013,2500,26464,0,2026-03-23T18:04:23.401614,70044
22,16.920015,2500,27472,0,2026-03-23T18:04:23.613460,50045
23,22.200001,572,27768,0,2026-03-23T18:04:23.633577,30048
24,3.790000,436,29672,0,2026-03-23T18:04:24.004470,40045
25,3.340000,458,31136,0,2026-03-23T18:04:24.247499,50046
26,11.960001,641,31352,0,2026-03-23T18:04:24.261533,45
27,7.160001,506,31816,0,2026-03-23T18:04:24.290970,30049
28,6.790014,2500,33920,0,2026-03-23T18:04:24.572887,60046
29,1.860000,357,34208,0,2026-03-23T18:04:24.592063,46
30,18.170013,2500,34968,0,2026-03-23T18:04:24.789360,20046
31,6.390000,398,35000,0,2026-03-23T18:04:24.791981,30050
32,7.900002,551,35544,0,2026-03-23T18:04:24.829937,50047
33,5.200001,494,37872,0,2026-03-23T18:04:25.125635,60047
34,4.090000,470,38728,0,2026-03-23T18:04:25.179257,20047
35,10.440001,636,40088,0,2026-03-23T18:04:25.411997,30051
36,11.630001,703,41168,0,2026-03-23T18:04:25.630285,50048
37,4.290000,366,43016,0,2026-03-23T18:04:25.899436,30052
38,6.060010,2500,44512,0,2026-03-23T18:04:25.996224,10045
39,4.060000,443,44712,0,2026-03-23T18:04:26.009608,50049
40,13.640001,778,44952,0,2026-03-23T18:04:26.024641,20048
41,3.240000,360,45896,0,2026-03-23T18:04:26.235256,30053
42,23.350012,2500,46464,0,2026-03-23T18:04:26.272637,70045
43,2.110000,301,47360,0,2026-03-23T18:04:26.478606,20049
44,2.040000,366,47640,0,2026-03-23T18:04:26.497935,50050
45,2.730000,351,48704,0,2026-03-23T18:04:26.575341,30054
46,11.080008,2500,49672,0,2026-03-23T18:04:26.786604,40046
47,7.110000,459,50136,0,2026-03-23T18:04:50.228998,70046
48,4.540000,422,50736,0,2026-03-23T18:04:50.385420,20050
49,10.460001,503,51664,0,2026-03-23T18:04:50.765452,50051
50,7.500000,505,52744,0,2026-03-23T18:04:50.840565,30055
51,3.900001,366,53064,0,2026-03-23T18:04:50.861410,70047
52,12.650005,2500,54208,0,2026-03-23T18:04:51.105211,47
53,-0.280000,185,54224,0,2026-03-23T18:04:51.107066,30056
54,9.870001,646,54840,0,2026-03-23T18:04:51.158055,40047
55,5.980000,406,54912,0,2026-03-23T18:04:51.164285,50052
56,8.590001,561,55224,0,2026-03-23T18:04:51.188793,20051
57,4.580000,386,56152,0,2026-03-23T18:04:51.421319,70048
58,3.000000,295,56584,0,2026-03-23T18:04:51.449784,30057
59,-1.240000,149,57344,0,2026-03-23T18:04:51.503984,70049
60,4.500000,366,57768,0,2026-03-23T18:04:51.675495,40048
61,18.050003,2500,57872,0,2026-03-23T18:04:51.682527,60048
62,6.820001,461,57896,0,2026-03-23T18:04:51.684362,48
63,0.430000,207,58240,0,2026-03-23T18:04:51.707042,30058
64,8.880000,509,58984,0,2026-03-23T18:04:51.757120,50053
65,0.480000,202,59384,0,2026-03-23T18:04:51.784073,40049
66,12.170001,631,60272,0,2026-03-23T18:04:51.985565,20052
67,-0.530000,183,60848,0,2026-03-23T18:04:52.024595,40050
68,4.260000,386,60960,0,2026-03-23T18:04:52.031994,60049
69,4.830000,440,61416,0,2026-03-23T18:04:52.061720,49
70,7.340000,490,62904,0,2026-03-23T18:04:52.305910,50054
71,11.690001,677,63656,0,2026-03-23T18:04:52.493638,30059
72,12.190001,463,63976,0,2026-03-23T18:04:52.515155,20053
73,19.680002,2500,64512,0,2026-03-23T18:04:52.552872,10046
74,6.240000,496,64928,0,2026-03-23T18:04:52.581631,60050
75,9.830001,607,66272,0,2026-03-23T18:04:52.812744,50
76,9.560000,520,67064,0,2026-03-23T18:04:52.865110,50055
77,4.520000,418,67320,0,2026-03-23T18:04:52.882034,20054
78,6.430000,485,68392,0,2026-03-23T18:04:53.096529,10047
79,10.140000,597,68432,0,2026-03-23T18:04:53.099507,30060
80,8.810001,543,69272,0,2026-03-23T18:04:53.154811,60051
81,4.830000,419,69624,0,2026-03-23T18:04:53.178245,51
82,4.260000,361,69952,0,2026-03-23T18:04:53.341709,50056
83,8.010000,391,71520,0,2026-03-23T18:04:53.444751,10048
84,9.200002,595,72080,0,2026-03-23T18:04:53.619289,20055
85,5.770000,477,73088,0,2026-03-23T18:04:53.684049,60052
86,24.920002,625,74624,0,2026-03-23T18:04:53.918959,52
87,9.510001,603,74776,0,2026-03-23T18:04:53.928624,50057
88,5.540000,457,75176,0,2026-03-23T18:04:53.954204,10049
89,18.940001,2500,77344,0,2026-03-23T18:04:54.232396,70050
90,5.320001,410,77904,0,2026-03-23T18:04:54.408669,53
91,16.450003,805,78520,0,2026-03-23T18:04:54.449172,20056
92,5.030001,468,78520,0,2026-03-23T18:04:54.449179,50058
93,-0.330000,189,78856,0,2026-03-23T18:04:54.470434,70051
94,6.590001,495,79136,0,2026-03-23T18:04:54.488066,10050
95,27.240004,2500,80848,0,2026-03-23T18:04:54.744809,40051
96,8.580000,389,82248,0,2026-03-23T18:04:54.979832,10051
97,21.630001,479,82352,0,2026-03-23T18:04:54.986541,20057
98,10.510000,662,83200,0,2026-03-23T18:04:55.038519,54
99,17.850000,750,84856,0,2026-03-23T18:04:55.281768,70052
100,12.740001,672,86224,0,2026-03-23T18:04:55.529648,40052
101,4.480000,392,86336,0,2026-03-23T18:04:55.539628,55
102,4.520000,376,87864,0,2026-03-23T18:04:55.648674,70053
103,15.950001,749,88240,0,2026-03-23T18:04:55.829433,10052
104,18.770004,2500,88432,0,2026-03-23T18:04:55.841317,30061
105,14.820002,774,88544,0,2026-03-23T18:04:55.848704,20058
106,4.110000,359,89208,0,2026-03-23T18:04:55.893055,56
107,4.020000,385,90944,0,2026-03-23T18:04:56.147062,70054
108,4.210000,360,91424,0,2026-03-23T18:04:56.177860,20059
109,7.690001,480,92080,0,2026-03-23T18:04:56.219224,10053
110,4.060000,390,92328,0,2026-03-23T18:04:56.375703,57
111,8.740001,570,92992,0,2026-03-23T18:04:56.418130,30062
112,18.150002,2500,93088,0,2026-03-23T18:04:56.424563,60053
113,-0.530000,183,94552,0,2026-03-23T18:04:56.669480,60054
114,4.870000,377,95344,0,2026-03-23T18:04:56.722343,58
115,10.750001,595,95704,0,2026-03-23T18:04:56.745702,70055
116,4.110001,354,95824,0,2026-03-23T18:04:56.753647,30063
117,10.600000,599,96216,0,2026-03-23T18:04:56.780487,20060
118,-1.240000,149,96896,0,2026-03-23T18:04:56.967132,70056
119,-1.240000,149,97408,0,2026-03-23T18:04:57.000662,20061
120,13.640000,705,97720,0,2026-03-23T18:04:57.020618,10054
121,18.520002,2500,98520,0,2026-03-23T18:04:57.215223,50059
122,5.030001,441,98872,0,2026-03-23T18:04:57.239387,59
123,3.660000,321,99976,0,2026-03-23T18:04:57.312573,20062
124,6.240001,459,101392,0,2026-03-23T18:05:17.255652,10055
125,2.630000,379,101904,0,2026-03-23T18:05:17.298007,60
126,9.780001,433,101984,0,2026-03-23T18:05:17.303951,50060
127,-0.330000,191,102920,0,2026-03-23T18:05:17.520861,10056
128,5.220000,458,103640,0,2026-03-23T18:05:17.567870,20063
129,6.640000,456,105552,0,2026-03-23T18:05:17.845475,61
130,8.190001,502,106000,0,2026-03-23T18:05:17.872673,50061
131,17.120001,2500,106224,0,2026-03-23T18:05:17.886539,40053
132,8.420000,388,108656,0,2026-03-23T18:05:18.334147,62
133,12.370001,657,108896,0,2026-03-23T18:05:18.349479,20064
134,4.730000,366,108928,0,2026-03-23T18:05:18.351812,50062
135,15.490002,799,109312,0,2026-03-23T18:05:18.375320,10057
136,3.110000,361,111544,0,2026-03-23T18:05:18.667013,63
137,14.190001,737,112120,0,2026-03-23T18:05:18.702980,40054
138,5.490001,438,112816,0,2026-03-23T18:05:18.907212,10058
139,9.250000,498,112880,0,2026-03-23T18:05:18.912233,20065
140,6.990001,543,113272,0,2026-03-23T18:05:18.938682,50063
141,4.160000,363,114448,0,2026-03-23T18:05:19.017322,64
142,22.240004,2500,114552,0,2026-03-23T18:05:19.025757,60055
143,2.140000,284,115544,0,2026-03-23T18:05:19.237299,50064
144,7.400001,434,115592,0,2026-03-23T18:05:19.241009,40055
145,23.030003,2500,115824,0,2026-03-23T18:05:19.256669,30064
146,3.820000,376,115888,0,2026-03-23T18:05:19.261217,20066
147,0.480000,202,116064,0,2026-03-23T18:05:19.272803,65
148,-0.330000,190,116072,0,2026-03-23T18:05:19.273545,60056
149,16.860003,2500,116896,0,2026-03-23T18:05:19.472141,70057
150,9.040000,560,117296,0,2026-03-23T18:05:19.500769,10059
