episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
269,18.740002,2500,257312,0,2026-03-23T17:33:02.765467,30078
270,21.050005,2500,258944,0,2026-03-23T17:33:03.010946,72
271,11.160001,601,260808,0,2026-03-23T17:33:03.274660,10075
272,34.779987,2500,261768,0,2026-03-23T17:33:03.333086,40077
273,3.060000,387,262040,0,2026-03-23T17:33:03.350794,73
274,12.350000,641,262272,0,2026-03-23T17:33:03.510799,70072
275,11.400001,619,265760,0,2026-03-23T17:33:03.874714,10076
276,5.070001,459,265944,0,2026-03-23T17:33:03.886199,70073
277,14.180000,766,268168,0,2026-03-23T17:33:04.164151,74
278,23.200003,563,270264,0,2026-03-23T17:33:04.430281,10077
279,21.280001,2500,270464,0,2026-03-23T17:33:04.587625,50069
280,18.710005,2500,271328,0,2026-03-23T17:33:04.638403,20083
281,10.730000,545,272528,0,2026-03-23T17:33:04.857478,75
282,18.920000,2500,273152,0,2026-03-23T17:33:04.896024,60086
283,4.000000,369,273416,0,2026-03-23T17:33:04.912224,50070
284,7.790000,523,274448,0,2026-03-23T17:33:05.122606,10078
285,-0.380000,186,275936,0,2026-03-23T17:33:05.215840,10079
286,6.090000,487,276424,0,2026-03-23T17:33:05.246032,76
287,2.540000,377,276432,0,2026-03-23T17:33:05.246846,50071
288,13.620001,662,276624,0,2026-03-23T17:33:05.403736,20084
289,20.560001,2500,277312,0,2026-03-23T17:33:05.446871,30079
290,11.530001,711,278840,0,2026-03-23T17:33:05.691402,60087
291,3.540000,342,279160,0,2026-03-23T17:33:05.712612,77
292,6.540000,478,279760,0,2026-03-23T17:33:05.752127,10080
293,5.420000,440,280832,0,2026-03-23T17:33:05.966207,30080
294,48.449997,2500,281768,0,2026-03-23T17:33:06.025921,40078
295,3.540000,344,281912,0,2026-03-23T17:33:06.035404,78
296,14.820002,702,282240,0,2026-03-23T17:33:06.056291,20085
297,32.889996,815,282952,0,2026-03-23T17:33:06.246600,50072
298,8.030000,539,283152,0,2026-03-23T17:33:06.262874,60088
299,3.100000,342,284504,0,2026-03-23T17:33:06.355243,40079
300,19.400000,2500,285944,0,2026-03-23T17:33:06.593657,70074
301,7.720000,494,286192,0,2026-03-23T17:33:06.610214,20086
302,10.080001,678,286256,0,2026-03-23T17:33:06.614455,30081
303,3.800000,371,287472,0,2026-03-23T17:33:06.839051,40080
304,4.050000,382,289000,0,2026-03-23T17:33:07.080972,70075
305,20.320007,806,289400,0,2026-03-23T17:33:07.106803,50073
306,8.940001,465,289912,0,2026-03-23T17:33:07.139176,20087
307,13.210001,694,293024,0,2026-03-23T17:33:07.625191,40081
308,23.590000,637,294096,0,2026-03-23T17:33:07.690136,70076
309,19.400002,795,295760,0,2026-03-23T17:33:07.934276,50074
310,-0.380000,190,297280,0,2026-03-23T17:33:08.168264,50075
311,6.640000,531,298344,0,2026-03-23T17:33:08.231029,70077
312,1.240000,227,299096,0,2026-03-23T17:33:08.419504,50076
313,22.740000,2500,299760,0,2026-03-23T17:33:08.458019,10081
314,3.000000,311,300832,0,2026-03-23T17:33:08.527122,70078
315,23.260000,2500,301912,0,2026-03-23T17:33:08.735480,79
316,3.590000,359,302632,0,2026-03-23T17:33:08.778174,10082
317,19.030001,2500,303152,0,2026-03-23T17:33:08.953590,60089
318,5.070001,467,304568,0,2026-03-23T17:33:09.042873,70079
319,3.590000,356,305480,0,2026-03-23T17:33:09.245321,10083
320,20.239998,2500,306256,0,2026-03-23T17:33:09.292810,30082
321,5.820001,420,306512,0,2026-03-23T17:33:09.309108,60090
322,11.430000,583,306576,0,2026-03-23T17:33:09.313322,80
323,-0.380000,185,306960,0,2026-03-23T17:33:09.337366,10084
324,19.889999,2500,309912,0,2026-03-23T17:33:09.816961,20088
325,5.350000,417,310296,0,2026-03-23T17:33:09.841647,10085
326,17.220001,823,311152,0,2026-03-23T17:33:09.894198,70080
327,15.660000,655,311496,0,2026-03-23T17:33:10.059406,30083
328,31.840004,801,312984,0,2026-03-23T17:33:10.154093,81
329,19.930000,2500,313024,0,2026-03-23T17:33:10.156991,40082
330,17.060001,802,316712,0,2026-03-23T17:33:10.674815,10086
331,12.980000,705,317136,0,2026-03-23T17:33:10.700716,30084
332,9.680000,564,317496,0,2026-03-23T17:33:10.869348,82
333,16.220003,2500,319096,0,2026-03-23T17:33:10.974042,50077
334,2.540000,352,319528,0,2026-03-23T17:33:11.146585,10087
335,3.300000,374,320128,0,2026-03-23T17:33:11.185451,30085
336,16.080002,743,323440,0,2026-03-23T17:33:11.534516,83
337,9.410001,588,323800,0,2026-03-23T17:33:11.702118,50078
338,35.809998,2500,326512,0,2026-03-23T17:33:12.004564,60091
339,1.630000,283,328776,0,2026-03-23T17:33:12.278628,60092
340,14.490001,676,329208,0,2026-03-23T17:33:12.303369,50079
341,19.760000,2500,329912,0,2026-03-23T17:33:12.488996,20089
342,37.049992,2500,331152,0,2026-03-23T17:33:12.565077,70081
343,19.950001,2500,333024,0,2026-03-23T17:33:12.823311,40083
344,24.300001,555,333648,0,2026-03-23T17:33:12.864584,50080
345,-0.620000,193,334568,0,2026-03-23T17:33:13.167954,40084
346,25.750000,593,334656,0,2026-03-23T17:33:13.173831,20090
347,20.899998,843,335520,0,2026-03-23T17:33:13.231637,60093
348,8.400001,524,338760,0,2026-03-23T17:33:13.734190,40085
349,17.940002,2500,339528,0,2026-03-23T17:33:13.781583,10088
350,15.070002,2500,340128,0,2026-03-23T17:33:13.962565,30086
351,11.270001,602,340336,0,2026-03-23T17:33:13.976364,60094
352,17.090000,720,340416,0,2026-03-23T17:33:13.981684,20091
353,-0.430000,188,341632,0,2026-03-23T17:33:14.060503,30087
354,17.910000,2500,343440,0,2026-03-23T17:33:14.320871,84
355,30.560001,707,344416,0,2026-03-23T17:33:14.528616,40086
356,25.080002,653,344752,0,2026-03-23T17:33:14.550410,10089
357,4.110001,413,344936,0,2026-03-23T17:33:14.562902,30088
358,-0.380000,189,344952,0,2026-03-23T17:33:14.564233,85
359,14.980001,669,345768,0,2026-03-23T17:33:14.620620,20092
360,-1.240000,149,345944,0,2026-03-23T17:33:14.632593,10090
361,3.920000,413,348240,0,2026-03-23T17:33:15.072431,30089
362,23.960003,577,349568,0,2026-03-23T17:33:15.155423,86
363,30.980000,740,350336,0,2026-03-23T17:33:15.347586,40087
364,26.619999,645,350928,0,2026-03-23T17:33:15.384577,20093
365,22.959999,2500,351152,0,2026-03-23T17:33:15.398223,70082
366,13.210000,688,351448,0,2026-03-23T17:33:15.417029,10091
367,11.980000,566,352768,0,2026-03-23T17:33:15.644909,30090
368,1.590000,269,353304,0,2026-03-23T17:33:15.680070,70083
369,38.309998,2500,353648,0,2026-03-23T17:33:15.702766,50081
370,11.800001,629,355368,0,2026-03-23T17:33:15.964594,40088
371,5.420000,398,356832,0,2026-03-23T17:33:16.204843,50082
372,31.770004,725,357248,0,2026-03-23T17:33:16.231395,10092
373,-1.240000,149,358024,0,2026-03-23T17:33:16.282927,50083
374,33.889992,2500,360336,0,2026-03-23T17:33:16.571935,60095
375,14.320000,651,365544,0,2026-03-23T17:33:17.300193,60096
376,20.079998,2500,369568,0,2026-03-23T17:33:17.810677,87
377,23.290009,2500,370928,0,2026-03-23T17:33:18.036534,20094
378,30.420000,2500,372768,0,2026-03-23T17:33:18.285950,30091
379,37.599991,2500,373304,0,2026-03-23T17:33:18.321599,70084
380,31.769995,2500,375368,0,2026-03-23T17:33:18.603281,40089
381,3.540000,338,375472,0,2026-03-23T17:33:18.610599,30092
382,12.040001,602,375744,0,2026-03-23T17:33:18.627535,20095
383,20.950003,2500,377248,0,2026-03-23T17:33:18.869659,10093
384,31.680000,2500,378024,0,2026-03-23T17:33:18.919748,50084
385,12.809999,677,378720,0,2026-03-23T17:33:18.964009,70085
386,-0.380000,189,379536,0,2026-03-23T17:33:19.159418,50085
387,10.700001,589,380080,0,2026-03-23T17:33:19.193228,40090
388,10.190001,549,380136,0,2026-03-23T17:33:19.196805,20096
389,12.310000,629,382280,0,2026-03-23T17:33:19.473246,10094
390,11.210001,602,383536,0,2026-03-23T17:33:19.694582,70086
391,9.940001,560,384560,0,2026-03-23T17:33:19.757008,40091
392,23.590002,2500,385544,0,2026-03-23T17:33:19.966324,60097
393,17.320002,786,385824,0,2026-03-23T17:33:19.984568,50086
394,16.030001,742,386072,0,2026-03-23T17:33:20.001771,20097
395,26.570000,736,388168,0,2026-03-23T17:33:20.279931,10095
396,14.770000,613,389464,0,2026-03-23T17:33:20.505451,40092
397,39.479996,2500,389568,0,2026-03-23T17:33:20.512532,88
398,9.190000,528,389768,0,2026-03-23T17:33:20.525483,60098
399,15.060001,622,391048,0,2026-03-23T17:33:20.607704,20098
400,20.240000,807,392280,0,2026-03-23T17:33:20.831326,50087
401,14.020000,681,393616,0,2026-03-23T17:33:21.062199,10096
402,-0.280000,183,393744,0,2026-03-23T17:33:21.070674,50088
403,10.800001,623,394552,0,2026-03-23T17:33:21.121833,89
404,-0.870000,184,395216,0,2026-03-23T17:33:21.163873,50089
405,38.759991,2500,395472,0,2026-03-23T17:33:21.333288,30093
406,32.900002,728,395592,0,2026-03-23T17:33:21.342067,60099
407,26.580004,648,396232,0,2026-03-23T17:33:21.384424,20099
408,3.150000,341,398960,0,2026-03-23T17:33:21.704877,20100
409,-0.480000,190,400480,0,2026-03-23T17:33:21.949845,20101
410,27.120001,627,400488,0,2026-03-23T17:33:21.950686,30094
