epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,666.397,0.69517,0.67521,0.96423,0.82777,0.88132,0.87646,0.71696,0.8268,0.85877,1.04338,0.00905463,0.00905463,0.00905463
102,672.347,0.67691,0.68268,0.96231,0.84226,0.8944,0.88078,0.74087,0.75742,0.79813,0.98735,0.00903627,0.00903627,0.00903627
103,678.416,0.69636,0.67866,0.9716,0.8394,0.88424,0.8855,0.72946,0.7751,0.79981,0.97659,0.00901776,0.00901776,0.00901776
104,684.368,0.75488,0.73159,0.98924,0.85032,0.85848,0.8834,0.73552,0.77006,0.81721,0.99181,0.00899908,0.00899908,0.00899908
105,690.372,0.69941,0.6744,0.97544,0.86505,0.85839,0.87333,0.72723,0.78018,0.81976,0.98803,0.00898025,0.00898025,0.00898025
106,696.313,0.7116,0.67492,0.96455,0.83155,0.86681,0.8863,0.73945,0.77695,0.78447,0.99126,0.00896127,0.00896127,0.00896127
107,702.256,0.70536,0.69971,0.97496,0.84373,0.87934,0.88638,0.72519,0.76298,0.79391,1.00625,0.00894213,0.00894213,0.00894213
108,708.178,0.70993,0.69273,0.98222,0.88016,0.82306,0.87855,0.72767,0.77189,0.79188,1.01222,0.00892283,0.00892283,0.00892283
109,714.138,0.69489,0.7099,0.97727,0.84764,0.84555,0.88668,0.72844,0.76062,0.74838,0.99547,0.00890339,0.00890339,0.00890339
110,720.154,0.70212,0.70242,0.97045,0.84384,0.88174,0.89002,0.73112,0.76779,0.77309,1.00967,0.00888379,0.00888379,0.00888379
111,726.065,0.70772,0.70698,0.97219,0.86749,0.84773,0.88547,0.74153,0.75443,0.76201,0.99601,0.00886404,0.00886404,0.00886404
112,732.045,0.69026,0.6819,0.96598,0.82937,0.85582,0.87864,0.73735,0.75813,0.75693,0.98833,0.00884414,0.00884414,0.00884414
113,737.876,0.70568,0.69363,0.97618,0.82358,0.84385,0.85538,0.70525,0.75885,0.76649,1.0038,0.00882409,0.00882409,0.00882409
114,743.864,0.66687,0.61846,0.94664,0.83314,0.83185,0.84407,0.70689,0.75068,0.80009,1.01123,0.00880389,0.00880389,0.00880389
115,749.825,0.65882,0.62596,0.94301,0.85388,0.84515,0.87916,0.73275,0.75243,0.75076,0.99454,0.00878354,0.00878354,0.00878354
116,755.731,0.65854,0.65922,0.95637,0.83624,0.89524,0.88901,0.73806,0.76363,0.7357,0.99087,0.00876305,0.00876305,0.00876305
117,761.624,0.70675,0.69187,0.97698,0.83214,0.89399,0.89535,0.74817,0.73354,0.72601,0.97149,0.00874241,0.00874241,0.00874241
118,767.621,0.67855,0.64234,0.94613,0.84679,0.88066,0.88738,0.73366,0.73743,0.73829,0.97715,0.00872162,0.00872162,0.00872162
119,773.516,0.69072,0.67235,0.96262,0.84007,0.89571,0.87373,0.7267,0.76142,0.8194,1.02043,0.00870069,0.00870069,0.00870069
120,779.442,0.67728,0.65909,0.96212,0.83831,0.90272,0.86974,0.7189,0.75535,0.83547,1.02056,0.00867961,0.00867961,0.00867961
121,785.422,0.65975,0.66831,0.94906,0.86397,0.83128,0.87175,0.71575,0.79195,0.73121,1.05522,0.00865839,0.00865839,0.00865839
122,791.393,0.68252,0.66701,0.95409,0.83509,0.89802,0.88798,0.72693,0.78428,0.75198,0.98479,0.00863703,0.00863703,0.00863703
123,797.363,0.68538,0.66266,0.95647,0.8269,0.90308,0.88026,0.70989,0.75751,0.7894,0.98483,0.00861553,0.00861553,0.00861553
124,803.343,0.698,0.68641,0.96487,0.83258,0.89189,0.88626,0.71791,0.76268,0.7523,0.9827,0.00859389,0.00859389,0.00859389
125,809.214,0.66801,0.62918,0.93561,0.82861,0.85721,0.86881,0.73067,0.75666,0.77182,1.00294,0.0085721,0.0085721,0.0085721
126,815.159,0.68923,0.68972,0.96685,0.82005,0.88424,0.87603,0.72749,0.71518,0.74463,0.97335,0.00855018,0.00855018,0.00855018
127,821.158,0.69339,0.69127,0.97846,0.82282,0.90972,0.88661,0.74823,0.72401,0.74679,0.97073,0.00852812,0.00852812,0.00852812
128,827.146,0.66098,0.65728,0.94356,0.81954,0.90092,0.88537,0.75418,0.746,0.76043,0.97829,0.00850592,0.00850592,0.00850592
129,833.111,0.67454,0.64106,0.95623,0.82964,0.88923,0.8879,0.74081,0.72249,0.7404,0.97833,0.00848358,0.00848358,0.00848358
130,839.122,0.69278,0.69028,0.96546,0.85336,0.86615,0.90064,0.7697,0.72026,0.69751,0.97583,0.00846111,0.00846111,0.00846111
131,845.053,0.68905,0.64682,0.94871,0.86634,0.85754,0.89804,0.75147,0.72576,0.69252,0.96936,0.00843851,0.00843851,0.00843851
132,851.023,0.66538,0.63298,0.95432,0.84924,0.85564,0.89269,0.73126,0.76736,0.73587,0.99061,0.00841577,0.00841577,0.00841577
133,856.944,0.68471,0.67034,0.96747,0.84848,0.89746,0.90053,0.75361,0.74452,0.68886,0.97525,0.0083929,0.0083929,0.0083929
134,862.929,0.66705,0.5953,0.93625,0.83994,0.88704,0.8913,0.74815,0.77915,0.75373,0.98684,0.00836989,0.00836989,0.00836989
135,868.887,0.65996,0.63224,0.94597,0.83032,0.88692,0.88568,0.74363,0.78064,0.84749,0.99233,0.00834676,0.00834676,0.00834676
136,874.889,0.71329,0.75005,0.99117,0.88306,0.859,0.89809,0.75595,0.72483,0.70579,0.98795,0.00832349,0.00832349,0.00832349
137,880.856,0.66914,0.64929,0.95935,0.87611,0.84884,0.90022,0.75102,0.73608,0.7187,0.97999,0.0083001,0.0083001,0.0083001
138,886.871,0.64141,0.61706,0.93445,0.84155,0.86563,0.89132,0.72601,0.75082,0.73334,0.98392,0.00827658,0.00827658,0.00827658
139,892.857,0.68426,0.66105,0.94899,0.83072,0.89133,0.88625,0.72165,0.74952,0.76123,0.98057,0.00825293,0.00825293,0.00825293
140,898.795,0.68521,0.69936,0.97108,0.84367,0.88833,0.89437,0.73959,0.72095,0.7256,0.96272,0.00822915,0.00822915,0.00822915
141,904.69,0.64593,0.63253,0.95268,0.89717,0.84225,0.89163,0.74134,0.71461,0.70272,0.98359,0.00820525,0.00820525,0.00820525
142,910.728,0.65821,0.63218,0.95653,0.84041,0.89253,0.89009,0.75189,0.71685,0.71182,0.9664,0.00818122,0.00818122,0.00818122
143,916.657,0.65497,0.61109,0.93911,0.83046,0.88729,0.88488,0.7364,0.72311,0.73255,0.9775,0.00815707,0.00815707,0.00815707
144,922.537,0.66511,0.65159,0.94674,0.8702,0.86521,0.88401,0.73659,0.76712,0.76875,0.99137,0.0081328,0.0081328,0.0081328
145,928.592,0.63479,0.62177,0.92887,0.85647,0.88341,0.89887,0.77291,0.72118,0.6938,0.96841,0.00810841,0.00810841,0.00810841
146,934.606,0.65996,0.63588,0.9566,0.83471,0.90422,0.90201,0.76115,0.7146,0.68514,0.96431,0.00808389,0.00808389,0.00808389
147,940.52,0.65384,0.60221,0.94269,0.8326,0.89378,0.89365,0.75747,0.69009,0.69013,0.95475,0.00805925,0.00805925,0.00805925
148,946.485,0.65742,0.62008,0.93888,0.85609,0.89084,0.89612,0.74926,0.708,0.72396,0.95176,0.0080345,0.0080345,0.0080345
149,952.466,0.67223,0.7347,0.96712,0.86061,0.87042,0.89912,0.76297,0.70986,0.70573,0.95766,0.00800963,0.00800963,0.00800963
150,958.475,0.65067,0.6507,0.95479,0.8623,0.8354,0.8822,0.74109,0.70776,0.73213,0.96203,0.00798464,0.00798464,0.00798464
151,964.457,0.6402,0.62004,0.94047,0.84185,0.84326,0.89035,0.75308,0.7049,0.74039,0.97517,0.00795954,0.00795954,0.00795954
152,970.425,0.63813,0.62206,0.93857,0.83643,0.87842,0.90078,0.75084,0.72242,0.72234,0.97126,0.00793432,0.00793432,0.00793432
153,976.415,0.64333,0.64998,0.94717,0.85431,0.89365,0.89804,0.76153,0.70933,0.73755,0.96318,0.00790898,0.00790898,0.00790898
154,982.383,0.66277,0.64255,0.9469,0.84854,0.90089,0.90216,0.76438,0.70964,0.72194,0.95602,0.00788354,0.00788354,0.00788354
155,988.371,0.65708,0.64943,0.94672,0.86097,0.88282,0.91054,0.76913,0.69806,0.68953,0.95888,0.00785798,0.00785798,0.00785798
156,994.357,0.65176,0.65199,0.94265,0.85433,0.87488,0.9089,0.76139,0.747,0.70393,0.97034,0.00783231,0.00783231,0.00783231
157,1000.29,0.63952,0.61547,0.94611,0.83349,0.88716,0.89897,0.74498,0.692,0.71954,0.95376,0.00780653,0.00780653,0.00780653
158,1006.28,0.64031,0.62103,0.93826,0.84635,0.90615,0.89847,0.75789,0.73218,0.7427,0.97043,0.00778065,0.00778065,0.00778065
159,1012.27,0.63661,0.62757,0.94423,0.84983,0.89471,0.90126,0.75205,0.72905,0.72835,0.96508,0.00775465,0.00775465,0.00775465
160,1018.21,0.64791,0.66147,0.95531,0.8234,0.87322,0.88148,0.74549,0.71967,0.70236,0.98902,0.00772855,0.00772855,0.00772855
161,1024.17,0.6821,0.66746,0.96513,0.86124,0.84027,0.88581,0.75673,0.69002,0.68882,0.96403,0.00770234,0.00770234,0.00770234
162,1030.19,0.64238,0.62985,0.94051,0.86719,0.83203,0.89203,0.75772,0.68869,0.67902,0.96825,0.00767603,0.00767603,0.00767603
163,1036.21,0.64443,0.61752,0.92863,0.83581,0.88064,0.89022,0.7567,0.72173,0.72234,0.99153,0.00764961,0.00764961,0.00764961
164,1042.16,0.66861,0.67522,0.9554,0.82813,0.8865,0.88752,0.75498,0.70541,0.7167,0.96869,0.0076231,0.0076231,0.0076231
165,1048.17,0.64456,0.6348,0.94682,0.84594,0.86859,0.88859,0.75064,0.72531,0.71428,0.97352,0.00759648,0.00759648,0.00759648
166,1054.14,0.63132,0.61906,0.93597,0.82674,0.89471,0.89165,0.74984,0.72761,0.70708,0.97841,0.00756976,0.00756976,0.00756976
167,1060.16,0.6541,0.66913,0.95039,0.86366,0.87154,0.89818,0.74548,0.70901,0.71386,0.97519,0.00754293,0.00754293,0.00754293
168,1066.17,0.65163,0.62555,0.9485,0.86129,0.87961,0.89773,0.75703,0.70784,0.71327,0.97709,0.00751602,0.00751602,0.00751602
169,1072.18,0.6585,0.64796,0.9424,0.84743,0.88992,0.89052,0.73979,0.72464,0.68408,0.98499,0.007489,0.007489,0.007489
170,1078.1,0.65389,0.64728,0.94558,0.85403,0.8437,0.89004,0.75414,0.69671,0.66844,0.96828,0.00746189,0.00746189,0.00746189
171,1084.06,0.65641,0.62406,0.92223,0.87962,0.84702,0.89425,0.73899,0.71428,0.68351,0.9562,0.00743468,0.00743468,0.00743468
172,1090,0.64756,0.61571,0.94099,0.84263,0.89375,0.89219,0.74723,0.71604,0.69976,0.9805,0.00740738,0.00740738,0.00740738
173,1095.93,0.67167,0.65789,0.94348,0.85546,0.88776,0.89248,0.74654,0.73209,0.68671,0.98959,0.00737998,0.00737998,0.00737998
174,1101.93,0.63367,0.60894,0.93329,0.85351,0.88346,0.89207,0.75382,0.6891,0.70252,0.98554,0.0073525,0.0073525,0.0073525
175,1107.89,0.6622,0.66722,0.95897,0.82562,0.85332,0.87807,0.73672,0.70893,0.7199,0.97523,0.00732492,0.00732492,0.00732492
176,1113.94,0.62606,0.61105,0.94097,0.84162,0.8993,0.89202,0.76194,0.69488,0.70308,0.96837,0.00729725,0.00729725,0.00729725
177,1119.84,0.63512,0.6138,0.93798,0.85417,0.89616,0.90097,0.75842,0.69387,0.69767,0.95963,0.0072695,0.0072695,0.0072695
178,1125.82,0.65103,0.63481,0.9316,0.84816,0.89995,0.88285,0.74769,0.67364,0.70788,0.96607,0.00724165,0.00724165,0.00724165
179,1131.83,0.64014,0.62437,0.93726,0.86181,0.90648,0.89623,0.76565,0.70035,0.7003,0.96424,0.00721372,0.00721372,0.00721372
180,1137.81,0.6231,0.61394,0.93309,0.84414,0.90689,0.8996,0.7626,0.67136,0.67476,0.95502,0.00718571,0.00718571,0.00718571
181,1143.77,0.63516,0.62444,0.94605,0.84086,0.90215,0.89244,0.76525,0.6693,0.70167,0.9507,0.00715761,0.00715761,0.00715761
182,1149.7,0.61078,0.602,0.92023,0.82358,0.90213,0.88309,0.76147,0.67072,0.69437,0.96197,0.00712942,0.00712942,0.00712942
183,1155.65,0.63703,0.60775,0.94376,0.83947,0.90542,0.9009,0.76962,0.69529,0.687,0.96247,0.00710116,0.00710116,0.00710116
184,1161.7,0.61964,0.60596,0.92506,0.8387,0.90848,0.90397,0.77235,0.6746,0.63948,0.96047,0.00707281,0.00707281,0.00707281
185,1167.67,0.62609,0.5985,0.93391,0.847,0.92065,0.90272,0.76748,0.706,0.66981,0.9747,0.00704439,0.00704439,0.00704439
186,1173.66,0.60414,0.60379,0.92038,0.85381,0.91654,0.90433,0.76342,0.71596,0.67145,0.97138,0.00701588,0.00701588,0.00701588
